TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime	BN	TrueForce
27	2	2	1	0	0.5	0	0.001192277	0.152492753	-0.001796347	-0.003576831	0.456766134	-0.004793939	16.70306091	11301.23857	0.005648937	541081.0246	559298.1195	1	1.3
28	2	2	1	0	0.3	0	0.003179845	0.087426482	0.000689769	-0.008795042	0.262182337	0.002435523	233.6813031	6201.020206	0.004521107	564349.5674	577015.6043	1	0.7
29	2	2	1	-0.1	0	0	0.016875125	-0.002320855	0.002613535	-0.050690114	-0.006444658	0.005826413	16.75375028	6251.184819	0.004078896	582068.4201	594916.9263	1	0.25
30	2	2	1	0.64	0.64	0	-0.201874263	0.201455931	0.009389841	0.604036696	0.605241765	0.029451279	33.04655546	9834.723462	0.00428977	599969.7286	616734.6068	1	2.55
31	2	2	1	-0.9	0	0	0.285793987	-0.003641336	-0.007441147	-0.857284855	-0.010308992	-0.023376315	33.37512472	8017.940757	0.005259379	621787.9725	636919.4637	1	3.05
32	2	2	1	0	0.1	0	-0.008512148	0.019936732	0.001300789	0.025342228	0.058515425	0.003124157	8283.583717	8434.350695	0.00573225	641972.5253	656386.8825	1	0.15
33	2	2	1	0.21	-0.21	0	-0.062010961	-0.05728143	0.002712383	0.185417867	-0.171747183	0.00685539	7650.194443	8984.582042	0.005514298	661442.9103	676971.2635	1	0.6
34	2	2	1	0	-0.5	0	-0.001568563	-0.149208376	0.002562155	0.005288337	-0.44846673	0.007640687	6266.771619	7984.561256	0.00603503	682024.4239	696772.3059	1	1.3
35	2	2	1	-0.3	0	0	0.086902898	0.003770369	0.001121892	-0.260611586	0.011537691	0.003548785	5383.831621	7434.665406	0.005539046	701825.7073	715773.1869	1	1
36	2	2	1	0.1	0	0	-0.019481322	-0.00426659	0.000524068	0.057926058	-0.011699214	0.003769503	83.05691213	6700.682155	0.004812405	720826.4345	733907.5688	1	0.15
37	2	2	1	0.07	-0.07	0	-0.013659238	-0.01127736	0.001029404	0.040783498	-0.03383208	0.003317098	149.6715037	5167.568865	0.005043147	738945.4013	750441.9092	1	0.15
38	2	2	1	-0.1	0	0	0.017528367	0.004492475	0.003517418	-0.05222904	0.012344502	0.010414923	248.9176542	5817.050739	0.00543428	755478.9074	767542.8001	1	0.1
39	2	2	1	0.49	0.49	0	-0.154953396	0.151186985	-0.003676313	0.464407018	0.45284883	-0.011486711	1549.70622	15934.56002	0.006002657	772597.0282	795844.5681	1	2
40	2	2	1	0	-0.3	0	-0.002954991	-0.084593182	0.005506395	0.008476542	-0.252873206	0.015832529	16.68592134	9617.807579	0.005612797	800881.7548	817295.6197	1	0.65
41	2	2	1	0	-0.5	0	-0.000583519	-0.151351559	0.008082753	0.001847664	-0.453698614	0.023973596	3083.65388	11583.95619	0.006505691	822343.43	840780.0894	1	1.2
42	2	2	1	0.49	-0.49	0	-0.153422359	-0.15101582	-0.006452418	0.460105232	-0.453856693	-0.019586139	7150.477064	13334.95138	0.006298128	845834.2764	866331.6919	1	1.95
43	2	2	1	0	0.7	0	-0.001356117	0.219381509	0.0046322	0.003388597	0.658435849	0.014857917	16.47112967	11734.73265	0.006211611	871386.0098	890049.6986	1	1.85
44	2	2	1	0.3	0	0	-0.084642452	-0.000905731	-0.000178494	0.253733141	-0.002911409	-0.00305322	16.66221767	10301.59595	0.00616545	895103.8892	911934.2107	1	0.65
45	2	2	1	0.21	0.21	0	-0.061403269	0.05854716	-0.005821982	0.184921931	0.175123571	-0.017694832	49.82583276	6584.152751	0.00579309	916987.8203	930151.842	1	0.7
46	2	2	1	0.64	0.64	0	-0.207037469	0.207232341	-0.009530529	0.61962342	0.621373329	-0.029552905	33.92468507	9967.566093	0.006158974	935205.9229	952353.2659	1	2.8
47	2	2	1	0.21	0.21	0	-0.054813739	0.073241722	0.000991177	0.164020418	0.219174889	0.002424207	16.44377928	5417.056865	0.005955453	957404.7299	969252.9458	1	0.6
48	2	2	1	-0.21	0.21	0	0.056638521	0.061701472	0.007748086	-0.169883192	0.184295184	0.023106926	16.42408701	8484.077337	0.007691687	974280.3363	989471.2609	1	0.65
49	2	2	1	0.3	0	0	-0.085531136	-0.001625102	-0.006009943	0.256172606	-0.005425582	-0.015832529	16.6593003	7700.683978	0.007022891	994510.341	1008755.052	1	0.7
50	2	2	1	0	-0.1	0	-0.004638193	-0.016985638	0.005598254	0.014561965	-0.051280607	0.017389865	16.59767077	9717.59709	0.006941613	1013778.297	1029856.583	1	0.2
51	2	2	1	0.7	0	0	-0.21787178	-0.005640497	-0.02092062	0.653841924	-0.015853305	-0.064409833	16.69175608	9817.560185	0.007013036	1034892.347	1051924.921	1	2.5
52	2	2	1	-0.49	0.49	0	0.151979139	0.154564442	0.010756323	-0.454157106	0.464502559	0.03364228	16.62538582	10567.64224	0.007117138	1056962.382	1075427.64	1	1.95
53	2	2	1	-0.35	-0.35	0	0.116191929	-0.103826003	-0.003913024	-0.348478678	-0.309568222	-0.011510185	16.21221271	8633.953786	0.007509327	1080481.779	1096211.244	1	1.65
54	2	2	1	0	-0.9	0	0.004063932	-0.28590747	0.005253321	-0.013292352	-0.857916625	0.015119084	16.48206982	13585.26062	0.006765538	1101266.47	1122045.839	1	2.75
55	2	2	1	0.1	0	0	-0.017719406	-0.001791083	0.001069468	0.052737419	-0.005988264	0.003391513	16.34677659	8385.492336	0.006982833	1127100.838	1141796.825	1	0.1
56	2	2	1	-0.7	0	0	0.217587077	0.00224698	0.022765747	-0.653602832	0.006158293	0.066969705	16.45727214	14701.42827	0.007433987	1146851.379	1168798.502	1	2.2
57	2	2	1	-0.35	0.35	0	0.107866897	0.103087483	0.010594668	-0.324798354	0.308259001	0.032470661	83.5145752	9702.059885	0.008047106	1173853.966	1190264.727	1	1.45
58	2	2	1	-0.64	-0.64	0	0.201314271	-0.203252845	-0.002251957	-0.604169397	-0.609985119	-0.005794553	149.8494635	8767.25955	0.00825493	1195287.971	1210982.859	1	3
59	2	2	1	0.07	-0.07	0	-0.01478057	-0.011317429	0.001973089	0.042917462	-0.032981208	0.005369943	100.2530093	8802.314718	0.008570132	1216022.564	1231068.282	1	0.1
60	2	2	1	0.49	-0.49	0	-0.153220026	-0.150888065	0.001982141	0.458365306	-0.45292315	0.007182403	16.7858414	11352.1617	0.008415503	1236116.154	1254352.907	1	1.7
61	2	2	1	-0.49	-0.49	0	0.153732871	-0.154538987	0.010107778	-0.460680706	-0.46232219	0.030002893	16.70160222	12668.49878	0.009004795	1259408.332	1278904.471	1	1.95
62	2	2	1	0	-0.1	0	-0.006612028	-0.017567301	0.003876963	0.019933193	-0.053511135	0.010669572	16.13891369	7834.072523	0.00871161	1283960.837	1298138.979	1	0.15
63	2	2	1	0.49	0.49	0	-0.151308909	0.151600491	0.022452717	0.455189129	0.455092798	0.066946157	16.63450262	7601.778796	0.008088759	1303194.068	1317739.976	1	1.95
64	2	2	1	-0.3	0	0	0.089496195	-0.00250025	0.003510967	-0.268326738	-0.008763152	0.011082225	16.82960201	6517.924347	0.008605214	1322795.487	1335824.276	1	0.9
65	2	2	1	0	0.5	0	0.003228559	0.151719442	0.005414755	-0.009977	0.454478572	0.01587805	16.39272524	8884.294754	0.009228019	1340879.732	1356742.151	1	1.35
66	2	2	1	0.64	-0.64	0	-0.208805461	-0.200499333	-0.002998953	0.62706377	-0.602663293	-0.01023284	16.55792155	12817.90261	0.009286315	1361783.097	1381343.618	1	2.85
67	2	2	1	0	-0.7	0	0.000559453	-0.218383491	0.001133867	-0.002519961	-0.654308871	0.000975418	16.70743697	10384.71887	0.009090452	1386399.196	1403545.186	1	1.95
68	2	2	1	-0.07	0.07	0	0.009015374	0.016362353	0.002349761	-0.028049568	0.04944312	0.005447086	16.60314085	11518.05016	0.010382854	1408601.645	1426096.036	1	0.2
69	2	2	1	-0.64	0.64	0	0.218234648	0.202963015	0.029703536	-0.656419516	0.608662459	0.088881721	16.96525991	12518.28282	0.010287423	1431153.082	1451464.248	1	2.95
70	2	2	1	0	-0.3	0	-0.00150783	-0.08466761	0.006566397	0.005526937	-0.253711506	0.018875203	7367.147158	9101.268985	0.009685965	1456521.012	1472114.934	1	0.7
71	2	2	1	-0.07	-0.07	0	0.013396896	-0.013142741	0.001699342	-0.03918724	-0.038360036	0.005006473	6850.18044	6967.573751	0.010262617	1477155.154	1490350.916	1	0.25
72	2	2	1	0	-0.7	0	0.000644054	-0.218617318	0.000217575	-0.002094007	-0.654848505	0.001293605	5083.790632	7101.099048	0.010459645	1495405.844	1509500.634	1	2.35
73	2	2	1	-0.07	-0.07	0	0.006613319	-0.018430944	0.003648994	-0.021490789	-0.057461572	0.011816745	16.3686569	10701.3692	0.011069071	1514558.629	1531568.234	1	0.2
74	2	2	1	0.07	0.07	0	-0.015949623	0.012001728	0.001282289	0.047622284	0.035001737	0.006318828	16.61517501	6601.24601	0.01023713	1536609.319	1549469.894	1	0.1
75	2	2	1	-0.35	0.35	0	0.109155941	0.105894861	0.004594211	-0.326593851	0.315774797	0.013874186	33.08703402	8450.978633	0.009949451	1554526.892	1569570.737	1	1.35
76	2	2	1	-0.21	-0.21	0	0.056209882	-0.062708519	-0.000269242	-0.169762572	-0.188157926	-0.000899281	116.4225554	6649.957406	0.00923666	1574627.416	1587821.549	1	0.95
77	2	2	1	0.49	-0.49	0	-0.154253797	-0.15003627	-0.003633405	0.462858497	-0.450400134	-0.009938897	16.74828021	10218.07189	0.009340324	1592878.997	1610272.642	1	1.9
78	2	2	1	-0.7	0	0	0.218766389	-0.004368635	0.009014902	-0.655522304	-0.013170643	0.027227814	16.91457053	9668.459393	0.009945866	1615313.36	1632023.998	1	2
79	2	2	1	0.64	-0.64	0	-0.202367321	-0.204992339	-0.008766491	0.60765224	-0.614556218	-0.027901671	16.46128353	14651.22282	0.010378978	1637080.819	1658925.758	1	2.75
80	2	2	1	0.7	0	0	-0.222895202	-0.012277074	-0.024260728	0.669948007	-0.036151468	-0.073056846	16.90144235	13434.71245	0.010020212	1663982.865	1684176.868	1	2.6
81	2	2	1	-0.21	0.21	0	0.064287742	0.057646646	0.001928228	-0.193316397	0.172357292	0.005098027	16.56448564	10218.2349	0.011607691	1689232.518	1706544.429	1	0.8
82	2	2	1	0	0.1	0	-0.006694449	0.020038333	0.002715941	0.020665994	0.059273397	0.005446976	16.6928501	4934.509327	0.010591822	1711601.601	1722512.566	1	0.15
83	2	2	1	0	0.9	0	0.00396477	0.285794842	0.014771203	-0.011570617	0.856737141	0.044450941	16.52765379	12501.52725	0.010413543	1727569.56	1747463.799	1	2.55
84	2	2	1	0.64	-0.64	0	-0.200823177	-0.204576916	-0.010522243	0.603311132	-0.613989703	-0.031017404	16.57323776	9834.786915	0.011232015	1752520.839	1769964.788	1	2.8
85	2	2	1	0	-0.3	0	-0.004408613	-0.085005023	0.003397494	0.01452061	-0.254820852	0.010696031	16.45216673	11184.65848	0.011333157	1775025.842	1792716.148	1	0.8
86	2	2	1	-0.21	0.21	0	0.058356871	0.068789428	0.008860444	-0.174229013	0.205526683	0.026169339	16.5210897	6868.099681	0.011487457	1797774.798	1811417.948	1	0.85
87	2	2	1	-0.3	0	0	0.085946511	0.005507123	0.005193457	-0.257159778	0.017589554	0.014298613	16.39819531	6433.971436	0.011344623	1816475.537	1829784.987	1	0.9
88	2	2	1	0.07	-0.07	0	-0.013182646	-0.011811147	0.00216307	0.038576859	-0.034850793	0.007313198	16.54552271	5167.69577	0.011836786	1834842.153	1846569.126	1	0.15
89	2	2	1	-0.5	0	0	0.153332999	0.007504251	-0.000676652	-0.459513457	0.02260986	-0.004822358	16.46821229	5868.543486	0.011321322	1851610.804	1864136.56	1	1.55
90	2	2	1	-0.49	0.49	0	0.155088436	0.153713666	0.02352116	-0.464973985	0.461950229	0.070609256	16.43210979	10051.2156	0.012596256	1869194.218	1886471.397	1	2.25
91	2	2	1	0.35	-0.35	0	-0.111854925	-0.101697671	0.000673307	0.335305821	-0.304704583	0.003713674	16.63122057	9001.656339	0.011967524	1891528.185	1907389.183	1	1.2
92	2	2	1	-0.21	0.21	0	0.061216106	0.056755205	0.004112343	-0.183713055	0.170654047	0.012428583	16.92259331	13068.40002	0.011657732	1912449.835	1932223.852	1	0.75
93	2	2	1	-0.49	-0.49	0	0.152105008	-0.151895893	0.008063172	-0.456250284	-0.456205589	0.024052186	16.45654279	9784.734986	0.011546714	1937282.9	1953941.492	1	2.05
94	2	2	1	-0.1	0	0	0.01910135	0.001108298	0.003481791	-0.056753772	0.003551479	0.009346725	16.89670162	8001.764282	0.01243056	1958984.144	1973359.453	1	0.35
95	2	2	1	-0.49	-0.49	0	0.151230213	-0.156652161	0.001971508	-0.452331129	-0.469632791	0.006418073	16.4565428	8734.821996	0.012348741	1978418.724	1994027.283	1	2.3
96	2	2	1	0	-0.7	0	0.000232131	-0.218107743	0.006089741	-0.001570363	-0.652478181	0.016667027	16.50066808	9884.769192	0.011168188	1999086.817	2015645.128	1	1.8
97	2	2	1	0.35	0.35	0	-0.103073443	0.112660782	0.013474583	0.308055036	0.3382413	0.041385068	16.75192693	11383.49831	0.012834011	2020703.935	2039161.83	1	1.45
98	2	2	1	-0.1	0	0	0.018081895	-0.00258025	0.004687938	-0.05534624	-0.008323396	0.013194049	16.49228063	5250.309971	0.012002524	2044186.49	2055696.36	1	0.25
99	2	2	1	0.9	0	0	-0.289039728	0.002827883	-0.027317501	0.866536537	0.00757731	-0.080533413	17.05351048	14368.14162	0.013738077	2060737.809	2082565.47	1	2.8
100	2	2	1	-0.64	-0.64	0	0.205877712	-0.198283251	-0.010844611	-0.618021568	-0.595302922	-0.032716942	16.30009861	10200.85392	0.012926533	2087624.87	2104716.773	1	3.25
101	2	2	1	0.3	0	0	-0.084953486	-0.004109845	-0.003944213	0.254860459	-0.012653227	-0.011603754	16.63814933	13818.0638	0.012780803	2109776.71	2130084.814	1	0.65
102	2	2	1	0	0.7	0	-0.003523452	0.219275441	0.009374643	0.009566907	0.657664477	0.029314131	16.68993273	13501.5349	0.012522119	2135144.626	2155951.553	1	2
103	2	2	1	0.21	0.21	0	-0.064532191	0.057095847	0.005863383	0.19369368	0.172485203	0.016537276	16.33109571	10384.40817	0.012651237	2160996.143	2177987.366	1	0.7
104	2	2	1	0.07	-0.07	0	-0.01979224	-0.00872522	0.002910414	0.058081948	-0.026952522	0.009738338	16.58928332	7867.620502	0.012917968	2183047.366	2197238.294	1	0.2
105	2	2	1	-0.07	0.07	0	0.007388174	0.022135443	0.002909169	-0.022488216	0.066471067	0.007766189	16.75703233	12801.63278	0.01251848	2202282.206	2221273.025	1	0.15
106	2	2	1	-0.35	-0.35	0	0.102833298	-0.108631446	-0.003679829	-0.308435155	-0.325635384	-0.01099371	16.81209777	10985.0893	0.01289247	2226333.507	2244274.468	1	1.55
107	2	2	1	0.35	-0.35	0	-0.107840781	-0.104814453	0.005984192	0.323328128	-0.314249143	0.019463218	16.78802943	9434.723754	0.011967107	2249334.749	2265725.653	1	1.2
108	2	2	1	0	0.7	0	0.001371844	0.217062039	0.008663767	-0.003468148	0.650603469	0.02681529	16.71035434	15551.65685	0.012842012	2270785.255	2293593.673	1	1.9
109	2	2	1	-0.35	-0.35	0	0.104618187	-0.107499674	0.009527886	-0.313984038	-0.320945297	0.028537881	16.37631501	12267.85579	0.013444013	2298636.926	2317429.286	1	1.4
110	2	2	1	-0.3	0	0	0.085231098	0.003158529	0.007214435	-0.255725664	0.009896387	0.02141442	16.89998366	6901.262567	0.012424213	2322488.83	2335845.662	1	0.95
111	2	2	1	0.7	0	0	-0.218623826	-0.003006449	-0.008278917	0.6549004	-0.007983532	-0.023966986	16.93171011	9285.095646	0.014502588	2340889.63	2357397.209	1	1.75
112	2	2	1	-0.49	0.49	0	0.157785068	0.149268833	0.02052676	-0.474229176	0.448809948	0.060573184	16.54406402	15318.1783	0.01366085	2362441.942	2384931.997	1	2.05
113	2	2	1	-0.21	0.21	0	0.059480241	0.059543365	-0.000218357	-0.17853783	0.178727203	7.74E-05	17.01412593	9434.551993	0.013693488	2389976.239	2406200.245	1	0.8
114	2	2	1	0.5	0	0	-0.150415703	-0.001011687	-0.005834409	0.451635539	-0.002452413	-0.016175692	16.39491327	10534.7266	0.012684008	2411260.256	2428701.389	1	1.3
115	2	2	1	-0.5	0	0	0.152849743	0.00230354	0.001410086	-0.458516859	0.008173021	0.00249073	16.60678756	9134.690058	0.013501696	2433762.153	2449718.959	1	1.4
116	2	2	1	0	0.9	0	-0.001078872	0.285476147	0.025768411	0.003430832	0.856169487	0.078312328	16.63559663	14451.52455	0.012723427	2454780.476	2476187.277	1	2.6
117	2	2	1	-0.9	0	0	0.287412313	0.005744528	0.002040101	-0.861977985	0.017168844	0.006394965	16.98312883	15534.81594	0.013422435	2481248.323	2504071.716	1	2.5
118	2	2	1	0.35	0.35	0	-0.106182478	0.105193454	-0.003059257	0.319032972	0.315418515	-0.008124898	16.74281013	12434.85941	0.013386946	2509116.872	2528373.348	1	1.2
119	2	2	1	0.9	0	0	-0.284070164	-0.001626664	-0.023791855	0.853893694	-0.006174763	-0.071100902	16.59329471	19985.18849	0.014985435	2533436.529	2561108.612	1	2.65
120	2	2	1	0	-0.7	0	-0.012540176	-0.2273634	0.001861784	0.036973142	-0.681183861	0.005676905	16.60095281	12001.30516	0.015646415	2566168.206	2588142.919	1	2.35
121	2	2	1	0.64	-0.64	0	-0.200770372	-0.204433754	0.004370971	0.601890315	-0.613139414	0.013845347	16.29098181	7834.181925	0.015653712	2593188.118	2608744.37	1	2.45
122	2	2	1	0.1	0	0	-0.018369209	0.00068401	0.002211868	0.054719195	0.001857815	0.006681382	16.56375629	11618.01872	0.016109021	2613806.445	2631579.17	1	0.05
123	2	2	1	-0.64	-0.64	0	0.200948325	-0.199885586	0.001344668	-0.603006822	-0.600336512	0.00440022	16.45216673	12917.99407	0.015638441	2636639.524	2656613.852	1	3
124	2	2	1	0.5	0	0	-0.151112475	0.006186226	-0.004884364	0.452625301	0.017587599	-0.015293971	16.61553969	18218.54123	0.017618925	2661675.466	2687165.51	1	1.1
125	2	2	1	-0.21	-0.21	0	0.058129372	-0.061075511	0.010554086	-0.173999684	-0.182708624	0.031982696	16.56156826	8151.156082	0.016859564	2692228.584	2706883.32	1	0.9
126	2	2	1	-0.49	-0.49	0	0.152259215	-0.156311951	0.001729079	-0.457068968	-0.469291916	0.004592136	16.64033737	8851.045441	0.016802501	2711947.33	2727767.803	1	2.3
127	2	2	1	-0.35	-0.35	0	0.102854549	-0.108681036	0.002843507	-0.308693125	-0.325136768	0.008438965	16.70196689	7984.388766	0.017766679	2732829.827	2747352.317	1	1.65
128	2	2	1	-0.1	0	0	0.025088358	0.011931034	0.003596893	-0.074909012	0.034530699	0.011706221	16.35479937	7234.491604	0.0169989	2752413.002	2766053.257	1	0.4
129	2	2	1	0	-0.7	0	9.71E-05	-0.216823184	-0.003778061	-0.001230019	-0.650178228	-0.011196851	16.84929429	16768.57565	0.016891936	2771115.612	2794554.785	1	2.15
130	2	2	1	-0.7	0	0	0.220028976	-0.003532139	-0.004075392	-0.658889265	-0.01140565	-0.012409284	16.67133447	13935.23393	0.017505055	2799617.082	2820189.584	1	2.35
131	2	2	1	-0.5	0	0	0.154385427	0.003443396	-0.001075938	-0.461537818	0.011689697	-0.00313626	16.46310689	8151.04814	0.0163425	2825251.973	2840023.834	1	1.6
132	2	2	1	-0.5	0	0	0.152660054	0.001640699	0.001774002	-0.456620654	0.004339451	0.006100215	16.72348253	7050.56794	0.017665541	2845063.438	2858690.187	1	1.4
133	2	2	1	0	0.1	0	-0.005656725	0.019750937	0.002792694	0.017034913	0.058022777	0.009202069	16.68519199	7150.573702	0.017130306	2863716.064	2876841.278	1	0.1
134	2	2	1	0.49	0.49	0	-0.14961556	0.160012174	0.020990426	0.448037449	0.480068891	0.065672126	16.78948812	10519.03514	0.018121792	2881866.813	2899377.241	1	2.15
135	2	2	1	0.7	0	0	-0.221895514	-0.011182893	-0.012800348	0.665621802	-0.033483942	-0.03876726	16.27128954	12567.86943	0.018037056	2904442.287	2924478.543	1	2.1
136	2	2	1	-0.49	-0.49	0	0.153073552	-0.152237268	0.00222847	-0.458702749	-0.456711805	0.006822742	16.75593831	8401.74758	0.016879852	2929541.538	2944729.805	1	2.1
137	2	2	1	0	0.3	0	0.011341546	0.091331623	0.008315257	-0.032988821	0.27308853	0.025174658	16.33729513	10918.14687	0.017623377	2949791.93	2967513.319	1	0.6
138	2	2	1	-0.64	0.64	0	0.210641779	0.198225193	0.025985144	-0.63134269	0.594610841	0.079969622	16.75557364	15718.32279	0.017890072	2972559.619	2995499.064	1	2.65
139	2	2	1	0	-0.9	0	-0.001422569	-0.284095494	-0.002952541	0.005076939	-0.851412512	-0.007850529	16.40585342	15451.83671	0.017785036	3000544.614	3023067.351	1	2.85
140	2	2	1	0	-0.5	0	-0.001576112	-0.150797746	0.01287342	0.005537567	-0.451842962	0.039123809	16.65784161	12984.87086	0.017811607	3028130.939	3047885.384	1	1.25
141	2	2	1	-0.9	0	0	0.285405276	0.001616949	0.031699635	-0.856636628	0.004753739	0.095282014	16.75302094	17168.92727	0.018228421	3052950.836	3077236.932	1	2.15
142	2	2	1	0.07	0.07	0	-0.014588711	0.009532112	0.002968618	0.044186933	0.029146615	0.007669874	16.75083291	9901.456572	0.017890255	3082300.649	3098171.402	1	0.05
143	2	2	1	-0.64	-0.64	0	0.203082436	-0.202656413	0.021828397	-0.608761768	-0.607548438	0.06534786	16.59147135	12684.68875	0.017403474	3103235.079	3123156.254	1	2.25
144	2	2	1	0	0.7	0	0.001369061	0.218604875	0.019924022	-0.004430874	0.654714069	0.059680513	16.55245147	15584.79166	0.018262696	3128220.835	3150824.448	1	1.95
145	2	2	1	0.64	0.64	0	-0.206874643	0.199219258	0.012723088	0.621336053	0.596557218	0.036521291	16.83871881	8801.136463	0.018107479	3155887.067	3172258.952	1	2.65
146	2	2	1	0.3	0	0	-0.085493587	0.004006496	-0.004764941	0.256933932	0.012019488	-0.014569485	16.49957406	10434.32334	0.018560168	3177321.781	3194410.243	1	0.75
147	2	2	3	0.9	0	0	-0.21545124	-0.011196256	-0.013278877	0.646094766	-0.033977198	-0.04015707	17.23256431	0	0.014440254	3199455.228	3229495.738	1	2.65
148	2	2	1	0.21	-0.21	0	-0.063443332	-0.055454112	0.004883113	0.190621318	-0.165876796	0.013642243	16.38761983	6933.832496	0.014880193	3234559.734	3247996.335	1	0.7
149	2	2	1	0	0.3	0	0.000849659	0.086213372	0.006689683	-0.003196362	0.257992731	0.019657057	16.74973889	6701.150394	0.016113575	3253059.665	3266347.685	1	0.6
150	2	2	1	-0.64	0.64	0	0.205361832	0.199902025	0.023788724	-0.61550285	0.598929213	0.071961273	16.45654279	14217.97963	0.016890301	3271411.76	3293115.666	1	2.65
