TN	BN	Hand	Digit	Corr	TargetX	TargetY	TargetZ	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
1.0	1	2.0	1.0	1	0.0	0.0	0.55	0.0	0.0005828195604268682	-0.0012124666699558917	0.019710109102005657	-0.0010687039362626358	-0.004576108943464052	0.05972542915998813	66.01302756189398	11200.459049823621	(0.0011947415930624295, 0.00473575502021978)	0.05615957525151316	12694.55609502802
2.0	1	2.0	1.0	1	0.0	0.0	0.95	0.0	-0.0032487097728087534	0.0004000842213528477	0.17925951018539643	0.00929295948841417	0.0019771152297932693	0.5374580910963587	33.13487852392427	13917.563214165966	(0.0022725180641577814, 0.010337637467534407)	14725.821661988448	30112.382602785146
3.0	1	2.0	1.0	1	0.0	0.0	0.75	0.0	-0.0030868202459158863	-0.002879527417958383	0.10020831616693404	0.009487045652753538	-0.007958827508857014	0.30144893568322373	15.440965711604804	14781.913407770844	(0.0011733843114529697, 0.012969826326163392)	32160.252440936347	48413.361092209016
4.0	1	2.0	1.0	1	0.0	0.0	0.95	0.0	0.002276789964527331	-0.004632712013181384	0.1799414663920036	-0.00738064754431084	-0.012959427105948107	0.5401448386358414	17.72345129029418	15118.881797223366	(0.0007857471057453256, 0.0147829359410576)	50460.71017793838	67047.9187042747
5.0	1	2.0	1.0	1	0.0	0.0	0.65	0.0	0.0032538025385174573	-0.0014921371936182926	0.06054627298390203	-0.008887437229100556	-0.005285643420161801	0.18145571068894573	33.284394275142404	12668.554211858464	(0.0014630662523718418, 0.010800247718671463)	69094.96255906834	83232.04990471186
6.0	1	2.0	1.0	1	0.0	0.0	0.65	0.0	0.0015452659613094197	0.0005772520453725116	0.060035614557107486	-0.005412660449663152	0.002573357248996655	0.18047306019684317	17.806231961913	10734.226270573345	(0.00143843379299658, 0.006225215614805415)	85280.49920756712	97483.9482077441
7.0	1	2.0	1.0	1	0.0	0.0	0.65	0.0	-0.0019504645278872858	0.0001370083452729709	0.0587024643320363	0.005657177942228176	0.0006052406772524277	0.17807580682078272	15.779381850734353	12649.445369497698	(0.037047688334215546, 0.03758747851279764)	99531.99600610606	113651.47550166238
8.0	1	2.0	1.0	1	0.0	0.0	0.75	0.0	-0.003679393747445795	-0.002704258591323394	0.09982040131227465	0.011038181242337384	-0.008565945603982272	0.2992323186083735	50.67927558502561	9465.789702084294	(0.001479199320963086, 0.01398387360671721)	115699.79060501372	126635.60896306808
9.0	1	2.0	1.0	1	0.0	0.0	0.75	0.0	-0.0026358731060225427	0.00037705887808525684	0.10018057526512558	0.009040543893097355	-0.0005196563179309388	0.29962618448157496	17.839781839029456	8600.910003917306	(0.0009079215070268496, 0.008102672034190317)	128683.85113190743	138752.9966967959
10.0	1	2.0	1.0	1	0.0	0.0	0.55	0.0	-0.0008700644941073143	0.0007654901609536191	0.0192440070191503	0.0031281018594782606	0.0019727777471378882	0.05704536507209956	17.68661936148419	10233.684367143724	(0.034929938956501566, 0.035139352543789325)	140801.38254662597	152503.72841229636
11.0	1	2.0	1.0	1	0.0	0.0	0.65	0.0	-0.002267877624537105	-3.344824935913593e-05	0.060715678644998494	0.007645233986490601	-0.0006829916723786189	0.18178081940947477	17.70412364476215	12500.805197021691	(0.001913014248870396, 0.007967781178763084)	154552.11499147027	168521.36361282645
12.0	1	2.0	1.0	1	0.0	0.0	0.55	0.0	-0.0007606347699172468	0.00115838840357263	0.018974044403753276	0.0015697802911615747	0.003863596493585586	0.05683057907987965	17.765753307685372	8267.342550796457	(0.0012264410633288521, 0.004390871118177718)	170570.0674571317	180305.17550596505
13.0	1	2.0	1.0	1	0.0	0.0	0.65	0.0	-0.002370272426604052	-0.002589175034015345	0.05914399938963921	0.006528170355511112	-0.006278538517720977	0.17807287708857888	33.563733459232026	12399.570269850301	(0.0003249638156205585, 0.009382690757895499)	182353.89648988075	196222.9633584302
14.0	1	2.0	1.0	1	0.0	0.0	0.95	0.0	-0.0029084871280482694	7.997368523893211e-05	0.1805389486533917	0.009049154119867777	-0.00021324877429529376	0.5411132982375841	33.327790310977434	8534.96589946917	(0.0011633668878139962, 0.009429849348964278)	198271.21464408355	208274.16265709235
15.0	1	2.0	1.0	1	0.0	0.0	0.95	0.0	-0.002422883285916902	-0.001983351709836545	0.18135146105134614	0.007074434216316858	-0.006467963506666119	0.5436881666285177	117.93620126445603	8485.208516125567	(0.000952419058999458, 0.010931180153643366)	210326.14636643938	220273.32646290233
16.0	1	2.0	1.0	1	0.0	0.0	0.75	0.0	-0.002413064606266631	-0.0007538588019825321	0.09976488899061564	0.007562886554522862	-0.0023910535002367173	0.29952355230029737	78.79006019356893	7646.108615535923	(0.0012114983763901281, 0.00723955602127879)	222304.49794434116	231423.97561653433
17.0	1	2.0	1.0	1	0.0	0.0	0.55	0.0	0.0009551093655394945	0.001020193184936069	0.018237491416801088	-0.002509266087323484	0.0038698113941154633	0.05663511100938701	17.53455090238276	6218.131082282525	(0.0016203788608387672, 0.0048362215806037525)	233471.4942750061	241157.80585270294
18.0	1	2.0	1.0	1	0.0	0.0	0.85	0.0	-0.00039738678188904614	-8.560593884021639e-05	0.1382602883955132	0.0004800363270769728	-0.0010984189293997693	0.4158795147631017	15.605068365402985	8434.189001037339	(0.0009730719592267251, 0.001645979530677907)	243206.16471676296	253108.57432719786
19.0	1	2.0	1.0	1	0.0	0.0	0.85	0.0	-0.0027681123783231893	-0.0024983252728564276	0.1394154879072258	0.009145938247849022	-0.007236021629991041	0.41806335545891704	17.794562440940354	12467.830045081428	(0.0012894142416270667, 0.010729125933139062)	255157.83612052564	269093.8127464733
20.0	1	2.0	1.0	1	0.0	0.0	0.85	0.0	-0.0025211995595137574	0.0017703187306993273	0.1412847791256583	0.007045690301384788	0.005699387474965345	0.4225268024719623	33.488610911263095	11034.05640609435	(0.0014289763781183892, 0.009264195631461225)	271142.4958044427	283643.69812988664
21.0	1	2.0	1.0	1	0.0	0.0	0.95	0.0	-0.0010472323181262662	-0.0003491349847506431	0.17997329671168139	0.0035624975108183585	-0.0014682055106918224	0.539324788281073	17.682243290437327	6918.440981027743	(0.0010770371825262947, 0.003062857489984587)	285692.6492221901	294077.4469711396
22.0	1	2.0	1.0	1	0.0	0.0	0.75	0.0	-0.004554076257916082	0.00043873313399900304	0.10029217975127802	0.013532751679459127	0.0018988463262982203	0.3002356603341728	33.25193841737928	10185.16723519133	(0.0022210365740453777, 0.013100332741711174)	296126.26094655937	307778.3534741993
23.0	1	2.0	1.0	1	0.0	0.0	0.55	0.0	-0.0009021963930067149	-0.0014633501196561483	0.021898069733730097	0.0035158210183272344	-0.004810850915408338	0.06633508812085154	83.44182342170825	6750.551567253751	(0.001713334501583765, 0.004978428800559349)	309827.0988911772	318045.6004807847
24.0	1	2.0	1.0	1	0.0	0.0	0.85	0.0	0.000921553218602893	-0.0008973841610029343	0.14026419470511964	-0.0018906892693571955	-0.0020123977379910007	0.42157079423209043	33.43646273424383	10618.541193048259	(0.0014476851166798413, 0.0032785453183587126)	320094.8002797768	332179.7482008878
25.0	1	2.0	1.0	1	0.0	0.0	0.85	0.0	-0.0016510919063750656	-0.003491090893317783	0.1389602807660022	0.004176413153390304	-0.010861703962821045	0.4177506065461183	17.625354370466084	9985.13193488725	(0.01422362090306036, 0.018322189494741487)	334228.59499683906	345680.45712435286
