TN	BN	Hand	Digit	Corr	TargetX	TargetY	TargetZ	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
1.0	1	2.0	3.0	1	0.0	0.0	0.95	0.0	-0.004518858488269497	-0.0013993236965302858	0.17908101014724986	0.012779712899073597	-0.004262709636735251	0.5377008010986505	30.485510113066994	40686.192923312774	(0.00410298379691973, 0.014876823464241658)	0.05615952250082046	42200.90416849416
2.0	1	2.0	3.0	1	0.0	0.0	0.55	0.0	0.001878324206852482	-0.0012095750148480855	0.020046723125047405	-0.004502048045527554	-0.0023663233752252433	0.06055216296635302	75.3256158932345	17410.357714354177	(0.0016546959791682075, 0.006653196981756169)	44281.438398815226	63168.62191796827
3.0	1	2.0	3.0	1	0.0	0.0	0.95	0.0	-0.005089140350065989	-0.002150312422922074	0.17961257343404335	0.014814251220185877	-0.006450937268766221	0.537784847791258	74.81616869335994	22768.82365468191	(0.0019329402235230713, 0.017044937586769397)	65246.08232549508	89503.18504784082
4.0	1	2.0	3.0	1	0.0	0.0	0.85	0.0	0.001510889792775659	-0.003074757296631425	0.13996939040207435	-0.003788176086164448	-0.008220824409153504	0.41981661707484286	33.99949237063993	26202.835837655584	(0.0015722397561753418, 0.009536325260879067)	91574.07807196432	119288.04881357064
5.0	1	2.0	3.0	1	0.0	0.0	0.85	0.0	0.0007780710186148371	0.004177664765302014	0.14026895551995155	-0.00029494882079060536	0.011723762456599118	0.4201659876401934	34.03595960116945	11278.096906549763	(0.0010019841119227005, 0.01285354952384557)	121359.6518546401	134139.68626513088
6.0	1	2.0	3.0	1	0.0	0.0	0.65	0.0	-0.0025863481174569943	0.0006031906232620843	0.05968850232700085	0.007273505248786696	0.00190667969050351	0.17869929045548183	66.02829565235879	10092.256256684777	(0.0026788005491364605, 0.008190772987242616)	136205.49247534655	147766.32564944157
7.0	1	2.0	3.0	1	0.0	0.0	0.65	0.0	-0.0009280486528330835	-0.0030954520522021856	0.06014834821087922	0.0032696850620835376	-0.010030849448769086	0.17998727397573677	124.24859272141475	12058.879259915557	(0.0012630117043102255, 0.010340879001506077)	149828.48768938857	163350.11421535455
8.0	1	2.0	3.0	1	0.0	0.0	0.85	0.0	-0.0034822432918749386	0.001541381648481277	0.13974905012588645	0.010738053337775255	0.004721252766160422	0.419064042114899	33.00940709596034	20284.345201725955	(0.005772927706855084, 0.01334573348483624)	165440.3129909333	187184.8560346698
9.0	1	2.0	3.0	1	0.0	0.0	0.75	0.0	-8.459170160225737e-05	0.0002204131735117354	0.10009152361333717	-0.000328871819494439	-0.000309838686633368	0.30054923323415206	41.58358216227498	12642.963210397284	(0.001208215697879321, 0.0013700149267988854)	189251.7821535148	203376.92747543042
10.0	1	2.0	3.0	1	0.0	0.0	0.95	0.0	-0.002924779662413071	-0.0006704971327763376	0.18076694895857204	0.009518832279401576	-0.002561769049057694	0.5410648661020837	8.788967053988017	14035.442135980702	(0.001025763674922111, 0.009856103985225738)	205442.94884230476	220973.33589089976
11.0	1	2.0	3.0	1	0.0	0.0	0.95	0.0	-0.0034884581924008277	-0.001201331639845038	0.1794199435416186	0.010076943294334954	-0.00353925637239072	0.5385802700846865	25.083254688070156	15809.525459233555	(0.0015643529616552057, 0.011145492913128533)	223061.18690621224	240338.41917476093
12.0	1	2.0	3.0	1	0.0	0.0	0.65	0.0	0.00176483753370805	0.00204079638067034	0.059442038605326486	-0.005229774053979756	0.007028728802034867	0.1772732433051074	41.776493802899495	14192.697218430112	(0.0015664947355654246, 0.00795473063413644)	242428.20769399987	258104.3535308272
13.0	1	2.0	3.0	1	0.0	0.0	0.75	0.0	-0.002996207859429237	0.001993105650940241	0.09995855649652774	0.007952806823974576	0.007338826442856661	0.30010455481803366	33.72854084591381	25502.06185717252	(0.0017066956082690174, 0.011809849264673336)	260167.15557065618	287155.79384053126
