TN	BN	Hand	Digit	Corr	TargetX	TargetY	TargetZ	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
11.0	1	2.0	2.0	1	0.0	0.0	0.85	0.0	-0.0020783878970449176	-0.0010372194228344123	0.1401835355153741	0.005199346936821619	-0.0025290113442020257	0.4201386129549115	99.45744054857641	12243.14744284493	(0.001282396162541307, 0.0064984844901377035)	168192.49993070844	181916.2183628505
12.0	1	2.0	2.0	1	0.0	0.0	0.95	0.0	-0.0044703477369424345	0.002163885938306631	0.17988354314488408	0.012116272267935928	0.006232703626341651	0.5401541771572432	24.978958404972218	13418.245211491012	(0.0013195116162209696, 0.013895779636478959)	183998.7823591946	198900.48202384787
13.0	1	2.0	2.0	1	0.0	0.0	0.55	0.0	-0.0029088755593311656	0.0006449685656850779	0.020066376745251246	0.009471119970156025	0.0017083207820491886	0.06106889448386543	25.97086706373375	12527.486445134855	(0.0015548371252100358, 0.009049926087398682)	200972.08542958833	214960.9549017041
14.0	1	2.0	2.0	1	0.0	0.0	0.75	0.0	0.001754565684227821	-0.0015539193471114654	0.10101206988632105	-0.005652128335550826	-0.004597019494189669	0.30303620965896316	91.38943062862381	11709.622024456621	(0.0016220593289776627, 0.006993508557655537)	217022.5746739452	230217.9825015628
15.0	1	2.0	2.0	1	0.0	0.0	0.85	0.0	-0.00013526040450075614	0.00019507882206160065	0.14044428168154344	0.0003734119399299049	-0.0004829495617003632	0.41991375600823755	132.8679871658096	11867.889072513208	(0.003052583943160958, 0.003352466206010037)	232295.57674382522	245628.98969727394
16.0	1	2.0	2.0	1	0.0	0.0	0.55	0.0	-0.005017021608546881	0.0007163536036703944	0.01995263599603203	0.012914692769869814	0.00214906081101085	0.059766353856715915	32.94376608391758	20727.37062521628	(0.0010635907199932964, 0.014981518851369176)	247719.48859815893	269920.7370173099
17.0	1	2.0	2.0	1	0.0	0.0	0.65	0.0	0.0030004806035407064	0.002029575032498676	0.06005783169298817	-0.00906618035776668	0.006153463644640422	0.17989883268482398	32.64218207914382	8476.038841967238	(0.008261151718147014, 0.013629227711303244)	271999.4332992501	281954.8484640691
18.0	1	2.0	2.0	1	0.0	0.0	0.95	0.0	-0.005916024233227807	0.001317429434392059	0.18104472419317907	0.01787754979397254	0.0036285955674528747	0.5426306248569462	33.09401105798315	13868.173152251984	(0.0016904693358541886, 0.01838380681343339)	284020.3986743436	299348.8765175862
19.0	1	2.0	2.0	1	0.0	0.0	0.55	0.0	-0.004648184525948509	-0.0004632258843347836	0.020145906767376043	0.014591939049291298	-0.002101801671594683	0.05874396887159483	32.84712790627964	7799.820800035377	(0.0007894893614863983, 0.013787878717041539)	301418.1281516794	310677.8233294026
20.0	1	2.0	2.0	1	0.0	0.0	0.55	0.0	0.0010549362052364726	-0.0017108240058736346	0.01956545357442563	-0.001837668399245677	-0.00503536419690398	0.05933723964293813	41.46469899569638	6542.747616142151	(0.0012660105684505487, 0.005181172215778105)	312726.4811894711	320756.81390189857
21.0	1	2.0	2.0	1	0.0	0.0	0.95	0.0	-0.005444080224543858	-0.001689978193693209	0.1801048599984738	0.016655933409354375	-0.004163594921055447	0.5394905928129998	99.77944620186463	10300.776241463609	(0.03888727028120138, 0.042323649073715386)	322829.0379799	334608.15378084953
22.0	1	2.0	2.0	1	0.0	0.0	0.65	0.0	-0.0032894087394469778	-0.0012460443964065204	0.05965313191424326	0.010256657501208296	-0.0033497019063521982	0.1793256122682505	66.19896228949074	9976.512915964122	(0.0013117665140484282, 0.01099098198631473)	336673.2988401927	348125.0847863121
23.0	1	2.0	2.0	1	0.0	0.0	0.65	0.0	-0.0040237380797077385	0.0015570699564043666	0.05993081559472102	0.013009923172719592	0.004444624954207055	0.17951778439002253	25.12263930111658	9058.270621855627	(0.0015197918108543432, 0.013127471119445991)	350193.239850807	360715.0374080811
24.0	1	2.0	2.0	1	0.0	0.0	0.65	0.0	0.0002553072504224655	-0.002821888531484129	0.05986227206835959	-0.00047459828911679096	-0.008368557773735463	0.1798614785992193	33.85581148904748	15377.161959724617	(0.0011880979911391147, 0.009688878312696587)	362770.1503325079	379627.1386206936
25.0	1	2.0	2.0	1	0.0	0.0	0.55	0.0	-0.0012624448283504888	-0.0063351415874415284	0.01837634851606018	0.004661304871503117	-0.01981465660163151	0.05517482261387063	79.61817352042999	21435.124433482997	(0.002068495473872256, 0.020406059707048098)	381682.8087643953	404603.99906935345
