TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime	BN	TrueForce
22	2	5	1	0.35	-0.35	0	-0.104663241	-0.106563248	0.068080067	0.31230652	-0.320531345	0.246675541	16.65167256	8251.252741	0.01494128	403087.6527	418281.3462	1	1.8
23	2	5	1	0	0.3	0	-0.015209916	0.096787192	0.028596518	0.046827411	0.29110607	0.039142724	15.44570082	8479.123415	0.014715339	423320.0996	438516.3426	1	1.15
24	2	5	1	0.7	0	0	-0.217920752	-0.008440746	0.146416486	0.65450675	-0.024577743	0.367104802	16.97732504	11369.08351	0.018463566	443554.3017	463123.3723	1	2.45
25	2	5	1	-0.07	0.07	0	0.020410722	0.008462791	7.04E-05	-0.061491119	0.026100498	-0.058749737	22.95430619	8034.529374	0.018016412	468192.6925	482618.5005	1	0.2
26	2	5	1	0	0.1	0	-0.009360365	0.020742688	0.027565167	0.02701291	0.063037296	-0.043694978	16.70856145	8083.764163	0.019069227	487674.435	502536.7293	1	0.3
27	2	5	1	-0.5	0	0	0.153224562	-0.005268928	-0.09456979	-0.458929191	-0.016680754	-0.2782619	22.99989024	8735.39259	0.018051728	507591.762	523470.8268	1	1.15
28	2	5	1	0	0.7	0	-0.000344482	0.219673113	0.003368435	0.002069264	0.658371952	0.015827439	22.66475627	8634.61974	0.018128702	528526.5487	544505.0903	1	2.4
29	2	5	1	0.9	0	0	-0.283263025	0.003531276	0.184185574	0.849821445	0.01010829	0.545278169	2266.764812	10651.26959	0.018891984	549562.4409	567123.6553	1	3.05
30	2	5	1	0	-0.3	0	0.005085601	-0.084543234	-0.019136052	-0.01499785	-0.253823918	0.01423295	16.5134617	4917.855712	0.018651878	572179.3269	584207.7674	1	0.75
31	2	5	1	0	-0.3	0	0.010156015	-0.090127931	-0.014298814	-0.031277277	-0.269445083	-0.083912694	16.52586057	7734.49659	0.018382135	589279.9167	603748.162	1	0.85
32	2	5	1	0.07	0.07	0	-0.010816223	0.014272286	0.02141633	0.033549224	0.041716303	0.02744423	27.06270579	7801.09234	0.018199935	608798.7457	622592.9617	1	0.2
33	2	5	1	0.64	-0.64	0	-0.205450149	-0.202215828	0.096175357	0.615541215	-0.606226684	0.331968505	17.18628233	7584.996939	0.017966669	627633.3047	642610.9828	1	3.3
34	2	5	1	0	-0.7	0	-0.012083873	-0.222282072	0.005501518	0.034018138	-0.667331754	-0.020895308	17.0531769	6601.328429	0.018643905	647650.9625	661295.4656	1	2.35
35	2	5	1	0.35	-0.35	0	-0.11141062	-0.10074838	0.060645634	0.334458445	-0.302924895	0.13139902	22.17536587	7906.771858	0.018214402	666368.1357	681196.5934	1	1.55
36	2	5	1	-0.5	0	0	0.153968679	0.002718656	-0.096440021	-0.461323391	0.007314368	-0.367644623	16.69725661	8975.323711	0.02780648	686253.2563	702047.3925	1	1.55
37	2	5	1	0.3	0	0	-0.084599513	-0.004497862	0.054915883	0.254284079	-0.012943307	0.098462458	26.96242087	6695.176879	0.014692717	707087.8139	720898.9872	1	1
38	2	5	1	-0.9	0	0	0.28418416	-0.005765861	-0.155213153	-0.852908542	-0.017329952	-0.59715697	16.75633354	14134.68775	0.014672792	725971.0027	747432.6014	1	2.65
39	2	5	1	0	0.7	0	-0.001230602	0.220572051	0.004203226	0.003173898	0.661004028	0.060721373	26.90589665	8711.466796	0.013837709	752490.0293	768307.4648	1	2.55
40	2	5	1	0	-0.7	0	-0.001137849	-0.217703593	-0.012935067	0.003931455	-0.653304996	-0.059999982	50.65518874	10107.61301	0.013936888	773360.8893	790535.9405	1	2.4
41	2	5	1	0.35	0.35	0	-0.105146669	0.109249721	0.048063032	0.315278162	0.327134146	0.176965475	16.49522808	8901.529327	0.022113079	795592.7546	811570.3032	1	1.65
42	2	5	1	-0.64	-0.64	0	0.200797566	-0.204577521	-0.165856254	-0.602748761	-0.6133765	-0.45641518	16.71293752	11184.34629	0.022439515	816607.4867	835036.4158	1	2.65
43	2	5	1	-0.07	-0.07	0	0.011810728	-0.016103092	-0.020040131	-0.033619504	-0.048115061	0.045029526	16.61520531	4817.232377	0.02235773	840062.3513	851637.4576	1	0.1
44	2	5	1	-0.49	-0.49	0	0.149028045	-0.15732738	-0.096175473	-0.448055213	-0.471852663	-0.352431202	16.77711988	8500.817413	0.022929713	856677.0559	872271.6554	1	2.1
45	2	5	1	0.64	0.64	0	-0.204295239	0.200645806	0.142810785	0.612918086	0.602811389	0.381373532	16.66808281	16368.95733	0.020842806	877294.69	900642.4328	1	3.05
46	2	5	1	0	-0.3	0	0.002186838	-0.084637308	-0.009958532	-0.006689991	-0.253394015	-0.011747878	16.61338194	7817.510257	0.019810859	905699.6277	920226.6224	1	0.9
47	2	5	1	-0.1	0	0	0.020689106	0.000474995	-0.021680586	-0.061290456	0.001489725	-0.04503718	17.04187205	7634.404948	0.181020094	925284.7585	939361.6591	1	0.3
48	2	5	1	0.5	0	0	-0.151679524	-0.005520903	0.104947622	0.454682511	-0.016595079	0.258811737	26.92814167	7928.348067	0.022472224	944419.4729	960063.1478	1	1.8
49	2	5	1	0.64	0.64	0	-0.203212094	0.202556154	0.145105962	0.609798129	0.606341323	0.461319258	16.53643606	7473.714229	0.023625251	965136.4881	979346.852	1	2.9
50	2	5	1	-0.7	0	0	0.218085814	-0.00058711	-0.15877705	-0.654095596	-0.002635299	-0.446667613	16.72168965	9950.477119	0.023178053	984405.0752	1001598.268	1	2.35
51	2	5	1	0	0.1	0	-0.001937038	0.018246206	-0.002849696	0.005584528	0.054706248	-0.001728304	27.14475708	8928.862255	0.037226724	1006635.304	1021549.421	1	0.25
52	2	5	1	0.21	0.21	0	-0.056692409	0.060893561	0.037740566	0.169591688	0.182454098	0.064102907	23.00098425	7140.91745	0.036230009	1026608.541	1040950.489	1	0.95
53	2	5	1	0.49	-0.49	0	-0.157135849	-0.147419068	0.067466941	0.469433021	-0.44416699	0.204277684	26.95768014	9112.109787	0.0359083	1046008.956	1063151.72	1	2.3
54	2	5	1	0	0.9	0	0.00377042	0.285784618	0.009401376	-0.011019938	0.856933052	0.053473069	27.05176562	10478.76494	0.036491429	1068210.052	1086719.708	1	3
55	2	5	1	0.07	0.07	0	-0.010433735	0.015625542	0.008635642	0.031268835	0.045420008	0.034833454	905.7715612	7817.719944	0.036566868	1091781.315	1105571.047	1	0.1
56	2	5	1	0	-0.5	0	0.003220259	-0.151741501	-0.024663731	-0.009854994	-0.454577117	-0.028671897	16.52841327	7584.49442	0.036228684	1110646.034	1125105.274	1	1.55
57	2	5	1	0.21	-0.21	0	-0.063405149	-0.055490033	0.022313542	0.189373845	-0.166340621	0.038467292	17.25046468	7251.508012	0.035408806	1130164.225	1144328.92	1	0.9
58	2	5	1	-0.64	-0.64	0	0.203219845	-0.200782888	-0.154213779	-0.609206366	-0.603449219	-0.478434424	17.25338206	13501.81698	0.036600122	1149384.407	1170191.395	1	2.55
59	2	5	1	-0.35	0.35	0	0.104936109	0.106368152	-0.072638639	-0.315261498	0.320205011	-0.192143429	22.13051116	9901.156996	0.036232926	1175249.925	1192360.944	1	1.7
60	2	5	1	0.3	0	0	-0.082119565	0.002598653	0.050228263	0.246811866	0.007666481	0.093509233	21.92957664	10917.45858	0.036388397	1197419.182	1215560.656	1	1
61	2	5	1	-0.5	0	0	0.150830966	-0.004272304	-0.089381234	-0.453366868	-0.012914019	-0.243378311	16.73335918	9218.054786	0.036785068	1220619.298	1236878.342	1	1.5
62	2	5	1	-0.07	0.07	0	0.012306828	0.011003641	-0.013641883	-0.036985223	0.033269877	-0.021012625	17.05062418	4234.686766	0.036700396	1241937.703	1252146.217	1	0.1
63	2	5	1	-0.07	0.07	0	0.01770371	0.010298025	-0.03007588	-0.052884544	0.030149583	-0.078050941	16.6906925	5240.443485	0.036557325	1257221.671	1268546.61	1	0.1
64	2	5	1	0	-0.1	0	-8.37E-05	-0.017885892	-0.001344125	0.000510127	-0.052233429	-0.031681721	16.35409985	7400.737805	0.0367743	1273605.993	1287681.326	1	0.3
65	2	5	1	-0.7	0	0	0.217616011	0.003777218	-0.154454359	-0.653074617	0.012076147	-0.464187063	16.59843037	13633.6333	0.036332598	1292741.277	1312614.638	1	2.05
66	2	5	1	0.5	0	0	-0.152594379	-0.002544039	0.100064845	0.457329968	-0.008150026	0.270668327	22.49883031	7907.194513	0.036507566	1317659.146	1333273.058	1	1.7
67	2	5	1	-0.1	0	0	0.017594698	-0.001229717	-0.030313884	-0.053496219	-0.003494936	-0.0393509	16.89126233	9051.802813	0.035869127	1338343.229	1354018.053	1	0.15
68	2	5	1	0	0.7	0	-0.00312259	0.218301903	0.014916774	0.009820941	0.655553094	0.047634278	22.40985024	11434.64578	0.035429054	1359078.083	1378269.268	1	2.3
69	2	5	1	0.64	-0.64	0	-0.21097091	-0.197713526	0.110112282	0.633560114	-0.592622668	0.331847489	800.197069	10485.69809	0.034826253	1383313.355	1401104.552	1	3
70	2	5	1	-0.64	-0.64	0	0.211936174	-0.197963723	-0.148131978	-0.636002739	-0.59382643	-0.443755056	16.43578647	14901.56032	0.035557858	1406162.711	1428272.278	1	2.3
71	2	5	1	-0.7	0	0	0.221203027	0.008632894	-0.153162988	-0.66318828	0.025348404	-0.52224932	16.78550732	14533.72582	0.035066186	1433316.347	1455096.668	1	2
72	2	5	1	0	0.3	0	-0.007035729	0.085856706	0.009809049	0.020654018	0.25698747	0.065636805	26.95986816	8217.790034	0.034029608	1460151.802	1475208.924	1	1
73	2	5	1	-0.49	0.49	0	0.157335567	0.148832746	-0.08860126	-0.471747747	0.446368761	-0.272258347	16.4948634	9601.189489	0.035434377	1480269.36	1496332.226	1	2
74	2	5	1	-0.9	0	0	0.286985263	0.007298425	-0.185052567	-0.860276034	0.022963462	-0.484569467	17.06885782	14823.73777	0.046448116	1501391.889	1523544.503	1	2.3
75	2	5	1	0.9	0	0	-0.283034446	-0.004795611	0.162568124	0.850042048	-0.014419204	0.449938293	27.11375993	11278.24944	0.037717118	1528605.263	1547661.834	1	3.4
76	2	5	1	0.49	0.49	0	-0.158597291	0.149813997	0.100486171	0.476342151	0.449733314	0.317205823	16.49668676	10849.61492	0.037152775	1552722.971	1570764.049	1	2.15
77	2	5	1	0	0.5	0	-0.000908234	0.155420217	-0.005500706	0.001753625	0.46626065	0.059854026	17.2198322	8668.528441	0.035379738	1575825.16	1591520.184	1	1.65
78	2	5	1	0	0.5	0	0.000697096	0.150844242	0.020575869	-0.001379164	0.45143217	0.021535344	5768.438112	7817.761152	0.036297761	1596576.569	1611099.66	1	1.65
79	2	5	1	0	0.3	0	-0.002996588	0.084183767	0.001036405	0.009345825	0.252518931	-0.020191312	5566.815101	7568.104218	0.034970656	1616149.919	1630667.02	1	0.8
80	2	5	1	0.49	0.49	0	-0.158302187	0.148870946	0.121905876	0.475910009	0.44651573	0.300164871	3793.998732	12328.84738	0.036437943	1635714.271	1655302.183	1	2
81	2	5	1	-0.64	0.64	0	0.194404303	0.211998522	-0.117778286	-0.583892662	0.63447421	-0.374804303	5904.366114	10844.2794	0.036214606	1660363	1678753.168	1	2.8
82	2	5	1	0.7	0	0	-0.219839771	-0.008139854	0.118614957	0.659810637	-0.023934022	0.386149288	5160.897123	8878.822998	0.034783762	1683814.934	1700560.913	1	1.95
83	2	5	1	-0.21	-0.21	0	0.060889849	-0.058211063	-0.044004834	-0.181925054	-0.175312944	-0.144511641	6784.37065	7968.255994	0.035324899	1705616.089	1720672.632	1	0.8
84	2	5	1	0	0.5	0	0.001941902	0.153455557	0.004941207	-0.005016473	0.460204826	0.02997583	766.3660429	9932.20229	0.035810784	1725732.518	1743340.418	1	1.7
85	2	5	1	0.21	-0.21	0	-0.059408696	-0.059082042	0.031089	0.177611072	-0.177990621	0.069050932	5816.9173	7834.327856	0.034723889	1748402.18	1763591.517	1	0.95
86	2	5	1	-0.07	-0.07	0	0.016919678	-0.009169706	-0.003936223	-0.051633005	-0.02741201	-0.069487773	5766.854339	6217.763048	0.036433127	1768654.68	1781759.604	1	0.3
87	2	5	1	0.49	-0.49	0	-0.155677928	-0.149843776	0.089490233	0.466289291	-0.44995213	0.258811737	5567.037551	13517.89174	0.035657596	1786825.726	1807550.096	1	2.45
88	2	5	1	0.5	0	0	-0.153060298	-0.002301598	0.079444529	0.458921941	-0.007163748	0.288139034	26.87745218	8717.915299	0.035912886	1812605.827	1828812.059	1	1.7
89	2	5	1	0.49	0.49	0	-0.15117285	0.15531225	0.069098424	0.45442489	0.465354104	0.287542467	16.67865831	14951.78848	0.036719375	1833890.141	1856397.022	1	2.15
90	2	5	1	-0.35	0.35	0	0.109325314	0.104725657	-0.06802782	-0.327199079	0.313659064	-0.25260715	966.6448714	8651.974865	0.03566254	1861458.587	1877564.906	1	1.6
91	2	5	1	0.49	-0.49	0	-0.154195217	-0.151116493	0.087030014	0.463524359	-0.453640803	0.214351659	5266.968299	10484.37215	0.035849253	1882628.143	1900615.882	1	2.6
92	2	5	1	-0.35	-0.35	0	0.110127852	-0.102816064	-0.087861424	-0.331354633	-0.308512932	-0.255115514	22.7344087	8134.541153	0.03584057	1905676.215	1921083.542	1	1.5
93	2	5	1	0.9	0	0	-0.28518444	0.003780779	0.159245008	0.853934855	0.010565473	0.477368808	16.975137	11317.24897	0.03553462	1926132.307	1945535.517	1	3.45
94	2	5	1	-0.21	0.21	0	0.060702362	0.061060711	-0.051100072	-0.181427331	0.183926628	-0.141260847	17.12428803	8657.517886	0.036197418	1950601.441	1966836.614	1	0.95
95	2	5	1	0	-0.5	0	-0.002436263	-0.150687147	-0.003779141	0.007244049	-0.452255657	-0.071534264	3544.935484	9211.995389	0.036661517	1971898.845	1988487.382	1	1.4
96	2	5	1	0.49	-0.49	0	-0.158799055	-0.147451415	0.066006659	0.47490818	-0.443843232	0.255470195	22.68298989	10101.68453	0.035667718	1993534.815	2012305.857	1	2.4
97	2	5	1	-0.9	0	0	0.283310168	0.002490112	-0.18999718	-0.849736288	0.008247199	-0.634766088	16.76399166	17090.93946	0.035216616	2017368.844	2042039.187	1	2.6
98	2	5	1	0	-0.7	0	-0.001147046	-0.218219072	-0.012354235	0.003311662	-0.652909275	-0.046675889	60.83939571	7645.489531	0.035995031	2047103.923	2062575.274	1	2.4
99	2	5	1	0.3	0	0	-0.085457787	-0.000928985	0.021839548	0.25682653	-0.003563818	0.087079643	17.09256152	7017.938966	0.035225113	2067638.4	2081859.735	1	1
100	2	5	1	-0.64	0.64	0	0.207411899	0.197245695	-0.11285417	-0.623465731	0.592384469	-0.359619959	16.95289198	11707.69244	0.036173653	2086920.16	2106283.79	1	2.9
101	2	5	1	0.35	0.35	0	-0.114342305	0.100934598	0.068667326	0.3428327	0.303515919	0.172676274	4744.101697	9778.729897	0.035675089	2111344.448	2128928.915	1	1.8
102	2	5	1	0.07	-0.07	0	-0.01124894	-0.0151262	-0.024255241	0.034005773	-0.044731216	0.03764856	7117.327155	8151.10968	0.036055356	2134009.272	2149163.629	1	0.3
103	2	5	1	0	-0.7	0	-0.00179012	-0.218922456	-0.014428083	0.005596945	-0.657511862	-0.083110295	3277.156882	6028.03784	0.03598626	2154243.183	2168047.817	1	2.3
104	2	5	1	-0.07	-0.07	0	0.023292045	-0.007915207	-0.027713802	-0.070070349	-0.02419879	-0.068172305	16.80811703	2817.762975	0.035869669	2173095.21	2181981.749	1	0.2
105	2	5	1	0.1	0	0	-0.018816587	-0.00396395	0.012091414	0.055349205	-0.011956588	-0.011196576	17.11115982	7885.131466	0.034621386	2187029.369	2201533.091	1	0.2
106	2	5	1	-0.1	0	0	0.022774676	0.008986254	-0.016210263	-0.06864772	0.026699808	-0.044373523	16.64328508	7617.88091	0.056203234	2206597.234	2220767.961	1	0.25
107	2	5	1	0.1	0	0	-0.019181186	-0.00316783	0.008103279	0.057252233	-0.009665336	-0.047193939	17.42477811	11268.45142	0.035896117	2225827.421	2243719.027	1	0.1
108	2	5	1	-0.49	-0.49	0	0.155079973	-0.151432033	-0.124861976	-0.466340473	-0.453972407	-0.298916439	13.79847545	9435.525367	0.036789641	2248799.309	2265759.574	1	1.7
109	2	5	1	0.21	0.21	0	-0.060494163	0.059034947	0.014669462	0.180381933	0.176845888	0.066118709	16.08533626	8217.466934	0.035650672	2270833.628	2285938.148	1	0.65
110	2	5	1	-0.3	0	0	0.084212834	0.000398142	-0.061974701	-0.253350627	0.000223348	-0.295239734	133.4475001	11668.2316	0.123984852	2291003.542	2310162.108	1	0.95
111	2	5	1	0.35	-0.35	0	-0.108783551	-0.102599536	0.050817401	0.326641978	-0.306665682	0.119263832	4899.77817	10023.82296	0.03582331	2315221.914	2334340.784	1	1.45
112	2	5	1	-0.1	0	0	0.018291436	-0.002779001	-0.024867213	-0.053903231	-0.007948573	-0.037110222	17.03676663	10123.94013	0.035766548	2339413.179	2356048.039	1	0.25
113	2	5	1	-0.21	0.21	0	0.074481327	0.056265437	-0.039250257	-0.223605828	0.167987078	-0.10420076	26.80305902	6984.271313	0.03550678	2361123.997	2375276.625	1	1
114	2	5	1	0.07	-0.07	0	-0.010989105	-0.014492194	0.011304109	0.03274073	-0.043314736	-0.031091106	5183.386837	5800.910004	0.036185927	2380342.749	2392950.111	1	0.25
115	2	5	1	-0.21	-0.21	0	0.060039724	-0.057446695	-0.043879393	-0.181057881	-0.172631408	-0.151139208	1277.328278	6978.741785	0.035833236	2398033.38	2412378.654	1	0.85
116	2	5	1	-0.49	0.49	0	0.153144376	0.152262948	-0.085998395	-0.459886299	0.45698306	-0.271499419	7949.452754	11150.41388	0.036372866	2417429.341	2435796.863	1	2.2
117	2	5	1	0.21	-0.21	0	-0.060245934	-0.057553104	0.035021347	0.181126232	-0.172918265	0.079749325	6016.901838	6851.343836	0.035115094	2440864.787	2455003.734	1	1
118	2	5	1	0.07	0.07	0	-0.011225232	0.014063293	-0.006845484	0.033287266	0.040830369	-0.01870537	8634.099352	8750.919977	0.036354115	2460081.579	2474815.551	1	0.2
119	2	5	1	-0.21	-0.21	0	0.062762614	-0.058121422	-0.045229554	-0.188838121	-0.173749249	-0.113074791	2039.266833	7766.152345	0.036182121	2479882.416	2494481.843	1	1
120	2	5	1	0	-0.5	0	0.002758889	-0.152684948	-0.020172091	-0.008244299	-0.457116136	-0.045364065	5516.725519	7227.951267	0.036851762	2499546.663	2514023.667	1	1.45
121	2	5	1	0	0.9	0	-0.005994669	0.286260243	0.021831595	0.018307699	0.858780729	0.060917079	33.4342625	10551.70052	0.036009401	2519082.677	2538185.895	1	3.2
122	2	5	1	0.21	-0.21	0	-0.062092277	-0.05654919	0.026322576	0.185694184	-0.169971263	0.053241016	3889.439706	6417.854435	0.036473775	2543250.724	2557203.858	1	1
123	2	5	1	0	-0.5	0	0.002168832	-0.151373419	0.009840159	-0.005146986	-0.454184995	-0.017538347	3544.191917	8495.36556	0.036052435	2562268.963	2577454.877	1	1.45
124	2	5	1	0	-0.5	0	-0.000638784	-0.151768151	0.006683378	0.003146384	-0.454721807	-0.051545196	1016.882875	6834.309622	0.035703814	2582536.116	2596505.71	1	1.6
125	2	5	1	0.64	-0.64	0	-0.20589344	-0.19981367	0.102464076	0.619104567	-0.598340454	0.289127178	99.62413213	9898.299058	0.036308123	2601570.531	2619454.749	1	3.35
126	2	5	1	0.64	-0.64	0	-0.205095597	-0.199142655	0.124496809	0.614153867	-0.598625628	0.329819107	16.70564407	8800.876818	0.035674766	2624482.694	2641105.832	1	3.2
127	2	5	1	0	-0.1	0	-0.000525388	-0.018782021	-0.00842262	0.001511425	-0.056540278	0.014008862	16.84312557	7467.781008	0.036413183	2646148.962	2660124.52	1	0.3
128	2	5	1	0.64	0.64	0	-0.206640164	0.199591276	0.139635743	0.619952862	0.599518321	0.435478526	16.64328508	13301.96409	0.036420109	2665168.383	2686042.004	1	2.75
129	2	5	1	0	0.1	0	0.002010352	0.01947115	0.005508116	-0.005966317	0.057377632	0.042800385	16.8850629	4918.512487	0.035769409	2691094.044	2701978.852	1	0.2
130	2	5	1	-0.35	0.35	0	0.106071671	0.106417453	-0.063319081	-0.31789132	0.318799188	-0.152374273	17.09219684	6400.199913	0.036251061	2707044.646	2721863.212	1	1.55
131	2	5	1	-0.9	0	0	0.287961223	0.006854211	-0.187288563	-0.863171544	0.020951064	-0.590979904	17.03348459	11668.39898	0.035056011	2726945.226	2745837.445	1	2.75
132	2	5	1	0	-0.9	0	0.009289498	-0.29843664	-0.009258473	-0.027674279	-0.893626718	-0.102254704	3200.173438	8423.708522	0.035161399	2750916.471	2766798.375	1	2.8
133	2	5	1	0.64	0.64	0	-0.202088505	0.201504934	0.146332213	0.605521021	0.605000342	0.441605933	17.00431079	11573.97909	0.024326945	2771864.762	2791772.893	1	3
134	2	5	1	-0.07	0.07	0	0.013538798	0.012116104	0.000628257	-0.039353993	0.036898589	-0.023338393	17.10751309	8467.821487	0.035214031	2796832.879	2811284.973	1	0.15
135	2	5	1	-0.35	-0.35	0	0.109521558	-0.103415789	-0.099982824	-0.327561226	-0.310409215	-0.23416683	25.97051185	11543.5315	0.035353502	2816364.847	2835001.634	1	1.65
136	2	5	1	-0.64	-0.64	0	0.207523323	-0.200701365	-0.153773342	-0.622246277	-0.600809324	-0.476151797	22.42735452	9790.330856	0.035513964	2840051.814	2857452.889	1	3.2
137	2	5	1	0.7	0	0	-0.216700176	0.003040416	0.113412497	0.649841574	0.008603339	0.39814548	17.07359856	10668.52625	0.035696346	2862503.322	2880438.231	1	2.2
138	2	5	1	0.9	0	0	-0.284361483	0.004427577	0.162103725	0.853569988	0.013056146	0.422040174	22.99296146	11535.30996	0.035445354	2885488.685	2904940.03	1	3.35
139	2	5	1	0.49	0.49	0	-0.147899307	0.154673497	0.098241294	0.444183459	0.463858643	0.256545809	27.01967445	17745.55601	0.03607967	2910007.392	2935474.724	1	2.2
140	2	5	1	-0.21	-0.21	0	0.058905086	-0.058366064	-0.044205606	-0.177427382	-0.176069271	-0.183932909	16.56415117	9368.287794	0.035061365	2940541.915	2957209.282	1	0.95
141	2	5	1	0	0.9	0	-0.002382983	0.29051322	0.009618512	0.008217134	0.870083044	0.052064509	26.75018153	19001.70995	0.036200798	2962259.971	2988517.386	1	3.3
142	2	5	1	-0.49	-0.49	0	0.159465353	-0.149966931	-0.094179409	-0.47927003	-0.450192116	-0.362373431	44.04076017	9567.85624	0.036238009	2993577.581	3010129.304	1	2.15
143	2	5	1	-0.49	0.49	0	0.153503926	0.151199984	-0.096883815	-0.460673623	0.455250786	-0.331530364	16.75815691	13240.74653	0.035783445	3015195.775	3036086.766	1	2.1
144	2	5	1	0	0.5	0	-0.003080743	0.151187908	0.020551461	0.008853799	0.453498987	0.075387503	3233.706527	6327.631194	0.035893513	3041164.15	3055287.92	1	1.6
145	2	5	1	0	0.1	0	-0.000463058	0.017338722	-0.005081254	0.000968372	0.052048536	-0.017532616	5106.658663	5317.894075	0.035218516	3060348.725	3071632.925	1	0.25
146	2	5	1	-0.21	0.21	0	0.059031404	0.05836016	-0.040202872	-0.176026026	0.174918634	-0.046312438	3957.335149	5368.325355	0.034764154	3076681.574	3089166.822	1	0.85
147	2	5	1	-0.3	0	0	0.085057275	-0.004991316	-0.063022934	-0.254912872	-0.014973948	-0.249357198	5300.180112	6767.731376	0.035159086	3094234.431	3107818.521	1	0.9
148	2	5	1	0.5	0	0	-0.150777552	0.000791899	0.095078117	0.452785827	0.003217299	0.242524349	7134.316515	10251.98464	0.035151072	3112885.281	3130458.813	1	1.65
149	2	5	1	-0.35	0.35	0	0.101695669	0.109286609	-0.069900414	-0.305960977	0.327827457	-0.257675605	16.50361554	8184.35796	0.035581061	3135501.716	3150643.364	1	1.5
