TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
1.0	2.0	1.0	1.0	-0.35	0.35	0.0	0.10330913154270968	0.10825844742070001	0.027108896009775396	-0.3098626560809845	0.3239337411492209	0.08123513389794601	22.53051573643461	35602.770703146234	0.0021994882178777504	0.07767508213873953	41090.30695151887
2.0	2.0	1.0	1.0	-0.0	-0.3	0.0	0.003021380364510575	-0.0835584743898089	0.010940383001468934	-0.00841675562208612	-0.25171123992373967	0.03131050583663386	16.553180816117674	6784.408969178912	0.0017939414586098173	41343.45662157284	53957.528138082125
3.0	2.0	1.0	1.0	-0.21	-0.21	0.0	0.06260102597958568	-0.05676773760960907	0.021784695201063187	-0.1887741561459258	-0.17120955248885106	0.06567452506302018	21.10246109077707	12083.481390058296	0.0022549231824106255	54209.373741890886	71275.30457386456
4.0	2.0	1.0	1.0	0.7	0.0	0.0	-0.21760967072744483	0.002033815407334938	-0.0106968947890127	0.6526024272673284	0.006910678061311737	-0.03282311741807953	16.75630299723707	18585.025410327944	0.0027239024909562586	71527.09037149907	95826.40821649693
5.0	2.0	1.0	1.0	-0.1	0.0	0.0	0.016579115728288577	-0.006477075457177794	0.0017581521324896432	-0.05002867064701634	-0.018686733079371187	0.004954016937638306	16.534582566237077	9167.784385630512	0.0021327936506768497	96078.91642890172	110143.81378109101
6.0	2.0	1.0	1.0	0.07	0.07	0.0	-0.011871808724160288	0.012100378954612023	-0.0024209124894583045	0.03467671723888466	0.03685141451456475	-0.0068049668114740225	16.96416588674765	9017.630785878282	0.0016970510599348344	110396.30230123294	123883.94175171561
7.0	2.0	1.0	1.0	-0.0	-0.3	0.0	-0.00717734153188225	-0.07802600986377695	-0.003162638284824215	0.01952512963416521	-0.23809181951429392	-0.008938590066191576	16.60751689632889	6901.029906002805	0.0030720455125202383	124146.59586199559	135878.64635299775
8.0	2.0	1.0	1.0	0.3	0.0	0.0	-0.08422296702233735	0.0018191909389142502	-0.018466857404386694	0.25050015973766904	0.007237882863218248	-0.057231654840763646	16.627573859295808	16418.31862977415	0.0025530508949239018	136130.82818417752	157762.9308961623
9.0	2.0	1.0	1.0	-0.0	-0.3	0.0	-6.665372916439191e-05	-0.09617654053154123	-0.011417891203111763	0.0004265461024992208	-0.2883677752267624	-0.03475722133192627	2249.9070086923894	6767.557851519086	0.0039918973096312186	158015.83076604584	169597.54495673405
10.0	2.0	1.0	1.0	0.0	0.9	0.0	0.012222643095773363	0.31741893930369647	0.044274990463168074	-0.035502635438717664	0.9486961978181384	0.13323696498071502	5033.54761445371	11634.719961250084	0.004307319447249483	169850.02034869103	186514.93476751784
11.0	2.0	1.0	1.0	0.21	-0.21	0.0	-0.04647933124590518	-0.044951782066999346	0.022006424048274242	0.14180095070849225	-0.13767147300178684	0.06620238040758308	16.50358544429764	9867.824353656033	0.002975762338399887	186767.47434170102	203115.31067117176
12.0	2.0	1.0	1.0	0.3	0.0	0.0	-0.08674559622476744	-0.0034581713420973603	0.060546814679242944	0.2594922953821396	-0.011701654242755488	0.18104534218375767	16.70233155891765	14101.583696538	0.0024600553389154916	203370.27203055914	223233.5172008461
13.0	2.0	1.0	1.0	-0.21	-0.21	0.0	0.06010078012983088	-0.0706325440871316	0.02402043183038849	-0.17916941581446275	-0.21102366187494348	0.07119153124305377	16.629761885269545	21818.410964653594	0.003228030233535518	223485.92549317982	251784.75285465538
14.0	2.0	1.0	1.0	0.7	0.0	0.0	-0.2413141591188955	0.011174374960891575	-0.010065903715500646	0.7241690622716924	0.033361278514813075	-0.030380819409262294	22.302960540400818	32518.868846527766	0.0028237533450104556	252038.25042156677	290287.0962354209
15.0	2.0	1.0	1.0	-0.3	0.0	0.0	0.08667963843498451	-0.006106517408201784	0.028963958190346473	-0.25945626838065217	-0.01831955222460535	0.08817363241036191	16.62356246379204	23401.942679440253	0.0048097904602444905	290542.1389166004	320421.48762742
16.0	2.0	1.0	1.0	0.07	0.07	0.0	-0.008945432177584353	0.018602653891264587	-0.0010911039902532504	0.02563863341057844	0.05545189966449893	-0.0038684138247309097	116.17348456638865	7867.439989611739	0.0017282269239055812	0.05798280471935868	12368.081447246368
17.0	2.0	1.0	1.0	0.3	0.0	0.0	-0.08544937405944412	0.004593118996721768	-0.03493656061648864	0.25731920038550093	0.014297265367321788	-0.105359006637747	9317.512048757635	15951.562107977225	0.003275583073333474	12619.973729044432	33685.9990110097
18.0	2.0	1.0	1.0	0.5	0.0	0.0	-0.15298160530845772	0.01015084774077668	-0.044028389410251334	0.45794136844463224	0.02964331138302312	-0.13190205996799365	16.780006655608304	8217.782343475847	0.0015244494119980776	33937.68051252118	47970.158544689184
19.0	2.0	1.0	1.0	-0.0	-0.7	0.0	0.006647359415683098	-0.22061255205210972	-0.05358668650340381	-0.02143106483137435	-0.6612550092320276	-0.16066850537883126	16.66841709811706	20302.20713939343	0.002414389077146187	48224.15972330782	75004.6349781478
20.0	2.0	1.0	1.0	-0.07	-0.07	0.0	0.022249538098286732	-0.012018419953926607	-0.03859185931182685	-0.0681404930584685	-0.03621710622964147	-0.11499736781874903	16.64726613671519	6401.131649428862	0.002267422041341147	75240.40585050534	88121.9469679636
21.0	2.0	1.0	1.0	-0.49	-0.49	0.0	0.14947887226641143	-0.15710529970495635	-0.019828305485623865	-0.4479510776956499	-0.4711540527470077	-0.05829471274892928	16.622468436253257	19968.488712678663	0.0017431178817249218	88377.35796763445	113323.71693885943
22.0	2.0	1.0	1.0	-0.3	0.0	0.0	0.08325719737603449	-0.0012361340038156143	0.003747364003951148	-0.2479589128080556	-0.00461474167147069	0.011882970931514691	27.04332883877214	9128.586911494494	0.0007455501095756275	113576.20947038231	127824.63080629532
23.0	2.0	1.0	1.0	0.0	0.1	0.0	-0.0027260161380425543	0.018060959492912643	0.010240604257246266	0.009343342262730085	0.05444183266731617	0.030996475165879334	16.770525195170194	4636.795672951848	0.0011431890043862162	128076.99716139177	137192.03724611725
24.0	2.0	1.0	1.0	0.07	-0.07	0.0	-0.012793512999373313	-0.01202924208105649	0.008275120164781935	0.03608232057448796	-0.036443788252464304	0.02500846875710616	16.573237764532678	7401.218805971439	0.002293382858176239	137444.07612596115	151325.14900488604
25.0	2.0	1.0	1.0	-0.5	0.0	0.0	0.15333252599813346	0.0016351338545056437	0.0011977721827935994	-0.46022416290940643	0.006038326138546823	0.0029066605630294617	16.66367636062205	7384.449374803808	0.0023562977131946364	151561.7575282813	164109.79063464038
26.0	2.0	1.0	1.0	-0.35	0.35	0.0	0.10709480440505098	0.10318590171822206	-0.0006446097505157233	-0.3215757366773034	0.309525335881094	-0.001476058594646279	16.629761885269545	10084.553525055526	0.0018212739612818753	164362.59240782238	179516.8139211164
27.0	2.0	1.0	1.0	0.07	0.07	0.0	-0.01021223606810942	0.012946371498943177	-0.0024710460059549355	0.0291800908935754	0.03971308488328085	-0.008191348134596321	15.794663544511423	6467.15000263066	0.0020365508688260617	179763.45456481795	190711.30103216274
28.0	2.0	1.0	1.0	0.21	0.21	0.0	-0.05656104900809196	0.06301139284018042	-0.0126364309147744	0.16845311462852924	0.18903417852054127	-0.03887061112381507	16.574331777519546	7051.304212101968	0.001059195710904635	190963.36470969254	203117.92755576607
29.0	2.0	1.0	1.0	-0.07	0.07	0.0	0.00812835618431474	0.0170474397732151	-0.0024924086366022724	-0.023284513251486526	0.05055967239534409	-0.007523002975496906	16.79021745803766	9867.958917529904	0.003006006584721609	203366.5053358709	217712.8359356284
30.0	2.0	1.0	1.0	0.1	0.0	0.0	-0.02057275038357418	0.008616058634350665	-0.004396154726475032	0.06129745059428298	0.02717531611951607	-0.012913801785284562	6200.204799664789	10901.74758003559	0.0017569161506642693	217965.953514562	233830.3561530338
31.0	2.0	1.0	1.0	-0.35	0.35	0.0	0.10426649057276234	0.10707103996337142	-0.004217494468609306	-0.3141266119347506	0.32072758078652963	-0.01311025406272881	6350.3135447826935	10984.757449507015	0.0019454160319644922	234083.5802161164	250881.41092965088
32.0	2.0	1.0	1.0	-0.0	-0.1	0.0	-0.001529815028057678	-0.020590699145767832	-0.010936102845806817	0.0043628601691668226	-0.06044495722083976	-0.03184699015792858	5533.563295350177	9434.54214729718	0.0019416032497483345	251116.87803041423	265298.8091278821
33.0	2.0	1.0	1.0	-0.49	0.49	0.0	0.15339498790637027	0.14958420727749644	-0.018620271610592543	-0.46131788829414055	0.4494971151246515	-0.055998146028847895	366.60744398250245	10017.930181405973	0.002105635636978345	265552.0102166338	281316.08581746696
34.0	2.0	1.0	1.0	0.49	-0.49	0.0	-0.14795069728154825	-0.167364352532409	-0.06151235217822526	0.4446289544103795	-0.5011219793900584	-0.18600192263675863	16.502491445862688	17651.829631184228	0.0020261074854882465	281571.71634954284	304134.23166575376
35.0	2.0	1.0	1.0	0.21	0.21	0.0	-0.05342620894483154	0.06700702899554567	-0.03727881284808787	0.1609583815795126	0.2009887177130648	-0.11124133669029246	4799.739770227461	8933.442297246074	0.003145449967274762	304390.0237474154	318507.6220045885
36.0	2.0	1.0	1.0	-0.0	-0.1	0.0	0.012521060823715166	-0.026076773107893025	-0.03236265354388701	-0.03782213665972374	-0.07784188804081205	-0.09663018997476014	16.746821522247046	5482.332017592853	0.00187351327716986	318754.98688640073	328969.1356403928
37.0	2.0	1.0	1.0	-0.0	-0.9	0.0	0.010160245619873061	-0.29123030877609224	-0.07047804226746601	-0.02999519775603498	-0.8715869235460783	-0.2149131837948448	16.579437171458267	36902.72234765871	0.0031230562228659648	329209.7406016692	371221.51402964664
38.0	2.0	1.0	1.0	0.7	0.0	0.0	-0.22176554018187472	0.006381580705263956	-0.05117565423054682	0.6652318819984795	0.019144742115791535	-0.15343540856026028	16.528383130207658	19565.754330833443	0.003361166041114866	371475.0673913368	396486.9268818438
39.0	2.0	1.0	1.0	0.49	0.49	0.0	-0.148150507412431	0.15868179662038417	-0.07744361028456082	0.44425730659585927	0.47669277533259813	-0.2321477225909221	16.828507999889553	15317.513507441618	0.0036825029562417883	396725.45759013155	417454.6658293839
40.0	2.0	1.0	1.0	0.0	0.9	0.0	0.0011694317207405214	0.2864163180411502	-0.004948302433798402	-0.004026203539378048	0.8606084636134869	-0.014249805447424047	16.096247083623894	14642.390831853845	0.0031536495050537546	417693.5057793162	437405.8348211838
41.0	2.0	1.0	1.0	0.0	0.5	0.0	0.0042669230371774995	0.1573604451090116	-0.02125064469364646	-0.011926798725080848	0.4723726587891852	-0.06347727168679884	1535.1638397260103	11850.312815440702	0.002495027954725311	437644.7349419759	455023.4141154215
42.0	2.0	1.0	1.0	0.07	0.07	0.0	-0.007673281962041069	0.026832644199718647	-0.0383538414587401	0.02259904532968348	0.07936500802412572	-0.11579395742726173	6501.813512688386	6684.83388471941	0.0032179704281021224	455262.17019085016	466757.42289380287
43.0	2.0	1.0	1.0	-0.9	0.0	0.0	0.2883114796651408	-0.010389166517455362	-0.029473662928191757	-0.8644165306182658	-0.03129697664665554	-0.0870476768138726	6832.761892685085	12001.382470669341	0.0024851815003194373	466996.18334529805	484310.8662704908
44.0	2.0	1.0	1.0	-0.9	0.0	0.0	0.2853865975000281	-0.004424388763349496	-0.05172421606773181	-0.8562245310472288	-0.012755257912892004	-0.1557677500571666	150.3869896841934	10334.678242812515	0.0025856745017426527	484565.5300577055	500350.9863641957
45.0	2.0	1.0	1.0	0.9	0.0	0.0	-0.2861913084307928	-0.0025021502420163877	-0.04114160372319531	0.8587357716602397	-0.007409342905332239	-0.12296704051268503	16.62100976682268	14968.174730296596	0.00437045404576659	500599.57800182747	521396.17794814694
46.0	2.0	1.0	1.0	0.07	0.07	0.0	-0.0077461937507625755	0.026369639505419484	-0.03758933394369124	0.023238581252287727	0.08046842800629439	-0.1119897917143422	4300.183940446004	4500.938665121794	0.007108578095312186	521650.8045388473	530946.7644862161
47.0	2.0	1.0	1.0	-0.49	-0.49	0.0	0.15001404965101892	-0.14900397725895365	-0.032307530327307044	-0.45240510592383343	-0.44762694797473435	-0.09582394140535899	4783.2515009940835	13417.804807249922	0.007408115182213356	531201.6904724296	549531.1203591846
48.0	2.0	1.0	1.0	0.64	-0.64	0.0	-0.19900097996665822	-0.21995861719764398	-0.02983492790111808	0.595772907504228	-0.6594226817629198	-0.09096964980543709	7334.118106984533	12101.762385718757	0.006380120005734753	549785.9865392384	567232.2058411664
49.0	2.0	1.0	1.0	-0.1	0.0	0.0	0.01714010760856984	-0.0006524512627598122	-0.023319707026782988	-0.05261798594788414	-0.0020544616089963608	-0.0702337834744895	16.516348958248273	10751.339074718999	0.0068228963468716045	567486.6964092944	583099.6370786597
50.0	2.0	1.0	1.0	-0.64	-0.64	0.0	0.21153043522198667	-0.19846164313039538	0.0056334401464679384	-0.6337497045530806	-0.5962265305040656	0.016808766308023637	16.570685053011402	5717.650696955388	0.006964597849594327	583354.629070469	595550.0402597536
51.0	2.0	1.0	1.0	0.5	0.0	0.0	-0.15038834635109277	0.0007733127353988234	-0.04631439688717243	0.4512621468739951	0.001316490725455699	-0.13651700617994256	16.266184131382033	11919.086628506193	0.0071374563458594924	595805.4589175299	613223.9121111779
52.0	2.0	1.0	1.0	0.0	0.5	0.0	-0.0002800535600682684	0.15683221093358535	0.0014551842526908665	0.0014875461516504103	0.46991398587645483	0.005555756466014916	4005.9959331847494	7801.645909552462	0.008852740239821064	613473.1470298138	626985.3518644959
53.0	2.0	1.0	1.0	-0.9	0.0	0.0	0.2918481680751644	-0.005480808560291983	-0.012287945372698506	-0.8743468411033187	-0.01673374914302672	-0.038466033417248635	5517.182968964335	9001.196852739668	0.006112784907373511	627256.7154305725	641669.6577044931
54.0	2.0	1.0	1.0	-0.9	0.0	0.0	0.2839900521661467	-0.0022653312416843763	0.004645624475473342	-0.8511285553855608	-0.006731255177908735	0.013524879835209225	16.552816130570136	20101.796300179558	0.007377097802951508	641924.6814227372	667738.0595523573
55.0	2.0	1.0	1.0	-0.49	0.49	0.0	0.14693425893234713	0.16300172973791516	-0.008428221561000093	-0.44225939410779425	0.48793700318585964	-0.02523888761731019	16.580895869992673	11334.659644548083	0.007317108501811719	667992.8491513274	685804.9731747451
56.0	2.0	1.0	1.0	-0.0	-0.1	0.0	-0.015502497504637534	-0.026583373818813594	0.008651415274283147	0.0472519858060753	-0.08004144491859155	0.025679583428708908	16.687015347997658	5501.0487959953025	0.007180527961808949	686060.7229544839	698039.0133148903
57.0	2.0	1.0	1.0	0.35	0.35	0.0	-0.10107191841000325	0.11401778279032615	-0.019297238117039095	0.30308627813572064	0.34075857742808724	-0.05830370794232809	16.78948813059833	11735.01053173095	0.007684494605681613	698289.5698040084	715440.2809868916
58.0	2.0	1.0	1.0	0.0	0.9	0.0	-0.000415518969968498	0.28733445090651877	-0.03490895704585806	0.0025089585792248403	0.8609999052388155	-0.10449798580912373	16.92915739840828	8384.560964361299	0.006725819320921646	715696.0457181704	729657.8299404209
