TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
1.0	2.0	2.0	1.0	0.64	0.64	0.0	-0.2049380323589744	0.20232643620812985	-0.0007479850461569182	0.6148464663504953	0.6067527237093835	-0.002060846875710398	16.89414891444585	10586.68576088033	0.0012302199005182139	0.05433609317151422	17185.906384381553
2.0	2.0	2.0	1.0	0.0	0.5	0.0	-0.005060107269623159	0.1522972638373733	0.001730037384592542	0.015795338006742887	0.4565357295028247	0.007158525978451458	4900.342499722854	10551.3837105498	0.0017079780563323938	22226.648972792562	39952.68712037668
3.0	2.0	2.0	1.0	-0.0	-0.1	0.0	0.001115030840599158	-0.018195010365555486	0.0014056427862867427	-0.002956661238929944	-0.0538081685309314	0.003347164110748535	8650.33921767693	8950.999419442525	0.0016746932414052713	44979.3012305484	60337.06173747135
4.0	2.0	2.0	1.0	-0.64	-0.64	0.0	0.2084298957989549	-0.20119531999651818	-0.005672816052503693	-0.6250631024818587	-0.6025825125088138	-0.017293110551651614	6834.273457146708	10984.379649565028	0.0011486054299450572	65358.960641705606	83238.37864015358
5.0	2.0	2.0	1.0	0.5	0.0	0.0	-0.15164155730466913	0.0018700765159427313	-0.011635254444205767	0.4546980869990015	0.0042183507842197265	-0.034219107347265965	32.99477206556389	14668.835369660499	0.002290521908844434	88272.34562714792	109590.40067216298
6.0	2.0	2.0	1.0	0.21	0.21	0.0	-0.06799448605514162	0.05466884161980057	0.01209904936290851	0.20417767380685853	0.16420074050083522	0.036434479285795796	599.883232100467	8449.560059981251	0.0016861647251471762	114644.691910705	129639.79728625859
7.0	2.0	2.0	1.0	0.5	0.0	0.0	-0.15041833108817876	-0.0026816346270532865	-0.010712809948920876	0.4515463167266867	-0.007429887683286451	-0.033328633554704945	4332.800183211077	6116.664332767357	0.001998246276735803	134664.81887482715	147324.09218610518
8.0	2.0	2.0	1.0	-0.21	-0.21	0.0	0.06193615786348369	-0.05827975061618407	0.0020611642633288074	-0.18542004230758372	-0.17445082056568484	0.005451059738944997	5350.32813165526	6783.809448791373	0.0021727044632719834	152346.5665423865	165508.8910623326
9.0	2.0	2.0	1.0	0.1	0.0	0.0	-0.021224204672707817	-0.004172658317659339	0.0003431631951964498	0.06341365982954521	-0.011676373840098897	0.0014872602424902404	6733.439525751692	6883.62521661503	0.002547390817720533	170547.25817885835	183759.23713583878
10.0	2.0	2.0	1.0	0.35	-0.35	0.0	-0.10222168256012139	-0.10742703291821709	-0.0011423575189397628	0.3064384627653583	-0.3229608534996691	-0.0036101808195796448	2982.33712300231	9917.508329103157	0.0027178605353373715	188781.97879652484	206028.82110370102
11.0	2.0	2.0	1.0	-0.0	-0.9	0.0	-0.009652720226702908	-0.28863316550590645	-0.016197671473307862	0.029120007047970124	-0.8642486635655329	-0.04786058136888216	16.385431800529204	15484.74979140775	0.003138958280644678	211080.38095071388	233880.78989363255
12.0	2.0	2.0	1.0	-0.49	0.49	0.0	0.1518575078343308	0.15314409582485944	0.0157045365071542	-0.4554430464087035	0.45975598021030095	0.04592340581352028	17.678922555376175	10434.828049968757	0.004216559918542146	238937.33152164402	256131.13086173398
13.0	2.0	2.0	1.0	0.0	0.1	0.0	0.0027645431264238726	0.0210862511446408	0.0017651514457357464	-0.007613874634253649	0.06206109031174811	0.005020791943066705	33.25842975255	4800.142367857575	0.003855317528514185	261165.8118760466	271948.6600500622
14.0	2.0	2.0	1.0	0.0	0.9	0.0	-0.00015893744914308346	0.2850691919562025	0.008496882581766174	0.00037970452671232634	0.8547220367650232	0.02567375600805888	16.4634715585521	11317.727569769033	0.004240496799586571	276985.02584793477	295300.3465840466
15.0	2.0	2.0	1.0	0.35	0.35	0.0	-0.11413888379558791	0.10541954236209439	0.014862427710315984	0.34225480501890226	0.315578872341265	0.04426684367111733	5817.205724471478	8085.44259482926	0.0036136338174323113	300351.0760734478	315218.0157333987
16.0	2.0	2.0	1.0	0.9	0.0	0.0	-0.2833063224743339	-0.00022477655159414134	-0.020247885862577975	0.8507605685358812	-0.001062760937649454	-0.060194332799452854	6732.945395508409	9934.51698495221	0.004333604286042848	320268.8312853367	337102.5788857965
17.0	2.0	2.0	1.0	0.07	0.07	0.0	-0.012631483205628255	0.012891032988835316	0.0013056229495240768	0.036275985938270416	0.03938522298509628	0.004878187228064101	16.605693547376177	6617.791168525059	0.003588767865050143	342137.96079924377	354719.6753546069
