TN	hand	digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime	BN	TrueForce
1	2	3	1	-0.64	0.64	0	0.200027316	0.205011666	0.0216576	-0.600114317	0.615326321	0.064057258	16.51710842	8617.578232	0.033282762	0.126176659	18661.89396	1	2.6
2	2	3	1	0	0.7	0	0.004367754	0.216306151	0.03131473	-0.013426956	0.649630578	0.093623749	16.54810559	7767.314921	0.033265215	23716.35487	41463.18176	1	1.95
3	2	3	1	0.21	-0.21	0	-0.056781938	-0.061382328	-0.006426392	0.169666059	-0.184244092	-0.019874278	16.55430501	8551.314334	0.033719346	46499.10345	61581.48806	1	1
4	2	3	1	0	-0.5	0	-0.000517425	-0.151147788	-0.014425055	0.000516458	-0.45402601	-0.043275166	16.7078321	9734.136293	0.036149406	66649.86122	83465.96166	1	1.65
5	2	3	1	-0.3	0	0	0.091681561	0.013159866	-0.004498256	-0.274300189	0.039965138	-0.011526354	27.97001079	9862.033844	0.074076069	88519.0875	105067.5647	1	0.8
6	2	3	1	0.9	0	0	-0.283928399	0.002433069	0.013077617	0.853597878	0.006587082	0.04001106	27.69723583	14945.99639	0.034485346	110121.4884	131751.9626	1	2.8
7	2	3	1	0	-0.3	0	0.011979225	-0.089827751	-0.015091942	-0.035387398	-0.269321407	-0.045779373	17.03275525	8602.182127	0.034686358	136806.1317	153003.0928	1	1.35
8	2	3	1	-0.07	-0.07	0	0.027412221	-0.007575079	-6.55E-05	-0.081006632	-0.022919453	-0.000700114	22.49700695	10184.98593	0.035063687	158058.2455	174743.6721	1	0.35
9	2	3	1	0	0.1	0	0.006531511	0.018729867	0.00744636	-0.02017718	0.056319079	0.023575061	16.60462981	17.42113139	0.033881766	179791.5343	185788.5589	1	0.2
10	2	3	1	0	0.5	0	-0.001988229	0.153062076	0.034941292	0.00622364	0.459186229	0.105464756	16.57472667	11023.74163	0.034969815	190843.0326	210456.7675	1	1.55
11	2	3	1	0.35	0.35	0	-0.105610538	0.1079223	0.040230033	0.31615186	0.323864008	0.118584353	22.45506961	8184.666108	0.034223151	215511.2314	230596.8743	1	1.5
12	2	3	1	-0.49	0.49	0	0.149252886	0.15716505	0.027306105	-0.447532074	0.471398043	0.082879634	26.98247787	9544.762265	0.034095952	235643.7402	255142.3907	1	1.95
13	2	3	1	0.07	-0.07	0	-0.016547798	-0.0095432	0.00335599	0.049740503	-0.028791446	0.011990607	16.78660135	6898.505463	0.034651805	260198.5386	273425.0334	1	0.4
14	2	3	1	-0.07	0.07	0	0.009487533	0.022828076	0.006588675	-0.028171277	0.067610258	0.019720247	16.30997448	6450.478031	0.034818839	278451.4524	291192.4548	1	0.15
15	2	3	1	0	0.9	0	-0.002284528	0.282533599	0.074111031	0.006238569	0.847179996	0.22128022	16.53060131	7234.459211	0.035004497	296230.7468	313443.3994	1	2.6
16	2	3	1	0	-0.7	0	-0.002072298	-0.217270868	-0.023432212	0.006605326	-0.652718944	-0.070983291	16.60499448	11417.14369	0.034216037	318465.9095	337061.4819	1	2.8
17	2	3	1	0.07	-0.07	0	-0.015177948	-0.01202935	0.008375897	0.045825168	-0.036185158	0.025677015	16.6418264	5640.354578	0.034214065	342100.2867	353998.212	1	0.35
18	2	3	1	0	-0.3	0	0.01136111	-0.088369364	-0.012722942	-0.032820929	-0.265464154	-0.037711055	16.57655003	7051.081491	0.034723974	359069.1612	372782.5852	1	1.4
