TN	BN	Hand	Digit	Corr	TargetX	TargetY	EnsPercent	RawX	RawY	RawZ	ForceX	ForceY	ForceZ	RT	MT	EnsForce	measStartTime	measEndTime
1.0	1.0	2.0	3.0	1.0	-1.77	1.77	0.8	0.16018409776590542	0.15814094921802324	-0.21378558022430783	-1.6855376753208724	1.6367143835518778	-2.2526949663538587	19.622994896963064	900.5729360205805	0.1199698708281146	0.07366372301476076	3249.465482163032
2.0	1.0	2.0	4.0	1.0	3.54	3.54	0.8	-0.2722261518103185	0.26977894841019034	-0.003048752574957736	3.6751311897288836	3.692544344891943	-0.08735350576025068	19.36626587939827	1117.040352039112	0.12025797144735927	3987.654032851424	7466.155712712862
3.0	1.0	2.0	3.0	1.0	-3.54	3.54	0.8	0.34724612974013563	0.32459454368456575	-0.42115568780041224	-3.6423855318541745	3.3995639043747232	-4.409919808041507	14.508471510453091	2720.321086313561	0.20412432292533736	8204.656787218482	15383.277094848381
4.0	1.0	2.0	3.0	1.0	-2.5	0.0	0.8	0.2256023996554918	0.005368767714699407	-0.033378164339666117	-2.3525342869554806	0.03843521285913879	-0.32468626871137873	14.333064326820022	766.8247762467217	0.11813285893309235	16109.31295449518	19150.079261436986
5.0	1.0	2.0	4.0	1.0	-3.54	-3.54	0.8	0.2582199239765596	-0.25102108385214705	0.01582665751125567	-3.4891391978945268	-3.3916669026099813	0.21821847867554586	14.600004157728108	848.2096980114875	0.10070747859860982	19888.0749006903	23153.698265365165
5.0	1.0	2.0	4.0	1.0	-3.54	-3.54	0.8	0.25069946274993227	-0.248399172692792	0.01100480659189973	-3.3911105792421226	-3.377203663792413	0.15540990310524166	52.82418329079519	1150.3972553337007	0.10666066348641605	23888.311208081177	27700.608746800754
1.0	2.0	2.0	3.0	1.0	-1.77	1.77	0.8	0.1682332571275469	0.15250869561644576	-0.20728523689631517	-1.7631822834290245	1.6014008008554583	-2.1809848877698963	19.70541074661014	1086.6646415215655	0.12612313582681156	0.04886603437626036	3479.27733699089
2.0	2.0	2.0	4.0	1.0	3.54	3.54	0.8	-0.25002083013973153	0.26280876483429183	-0.006756694895855064	3.380899240450277	3.5745009412091635	-0.06318046845194374	19.2240438391309	970.2165166463601	0.14071073494476424	4200.7861596803195	7517.027807326485
3.0	2.0	2.0	3.0	1.0	-3.54	3.54	0.8	0.32168519337588863	0.32961178108826983	-0.41906520180056483	-3.3664415747584373	3.4661164256102825	-4.432489274738693	14.221474725673033	1717.7297277976322	0.23010529552015213	8250.740375123314	12546.453547546662
4.0	2.0	2.0	3.0	1.0	-2.5	0.0	0.8	0.22583977432835517	0.01751803506216343	-0.022422186617838125	-2.3628340819086024	0.1874992782795995	-0.23985068467231593	14.371354875947873	914.6587528002783	0.12334870011359787	13285.76273498129	16583.491084319576
5.0	2.0	2.0	4.0	1.0	-3.54	-3.54	0.8	0.25531747911291147	-0.24796758237849492	0.015521477073321854	-3.447648694619888	-3.3691685311159874	0.19921062027926914	19.485513590552728	1536.758380433639	0.12139560395568591	17317.667150100533	21583.902798893178
5.0	2.0	2.0	4.0	1.0	-3.54	-3.54	0.8	0.24847677263130205	-0.27075555097338294	0.014819562066073821	-3.365105968034778	-3.6565340942892814	0.19797097734038305	19.520886765349132	967.1317570509927	0.10348881721999546	22326.668711260936	25816.739607124873
